policy,exposure,num_claims,amt_claims,f_primary_age_tier,f_primary_gender,f_marital,f_residence_location,f_fire_alarm_type,f_mile_fire_station,f_aoi_tier
Z07281,1,0,0.00,38 - 60,Male,Married,Rural,Alarm Service,6 - 10 miles,< 100K
Z07282,0.45,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P07283,0.98,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
A07284,1,0,0.00,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A07285,1,1,"1,541.36",38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A07286,1,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P07287,0.94,1,670.11,> 60,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z07288,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G07289,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
G07290,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z07291,0.3,0,0.00,28 - 37,Male,Married,Suburban,None,< 1 mile,601K - 1M
Z07292,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
P07293,1,0,0.00,21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z07294,1,1,"2,751.86",21 - 27,Male,Married,Rural,Standalone,> 10 miles,601K - 1M
Z07295,0.21,0,0.00,21 - 27,Female,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z07296,1,2,"3,726.02",21 - 27,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P07297,1,1,"1,681.85",38 - 60,Male,Married,Urban,None,< 1 mile,351K - 600K
A07298,1,0,0.00,21 - 27,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z07299,0.8,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P07300,0.91,1,"1,387.53",21 - 27,Female,Un-Married,Suburban,None,1 - 5 miles,351K - 600K
Z07301,1,1,"1,412.53",< 21,Male,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
Z07302,1,1,"2,821.01",> 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P07303,1,2,"1,562.94",< 21,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z07304,1,1,"2,081.90",28 - 37,Female,Un-Married,Suburban,Standalone,1 - 5 miles,601K - 1M
G07305,1,1,"2,378.00",28 - 37,Male,Not Married,Urban,Standalone,1 - 5 miles,100K - 350K
G07306,0.37,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P07307,1,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A07308,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07309,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,< 100K
G07310,0.55,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,1 - 5 miles,601K - 1M
P07311,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
A07312,1,2,"2,906.60",28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,< 100K
A07313,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P07314,0.56,1,"2,374.67",< 21,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
A07315,1,2,"2,009.21",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G07316,1,1,"1,216.65",38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,< 100K
Z07317,1,0,0.00,38 - 60,Male,Un-Married,Suburban,None,6 - 10 miles,351K - 600K
Z07318,1,1,752.27,21 - 27,Male,Married,Rural,None,> 10 miles,100K - 350K
Z07319,1,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A07320,0.25,3,"2,238.02",21 - 27,Male,Not Married,Urban,None,1 - 5 miles,351K - 600K
P07321,0.97,0,0.00,21 - 27,Male,Married,Rural,Standalone,6 - 10 miles,100K - 350K
P07322,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,< 100K
Z07323,1,1,251.78,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P07324,1,1,"1,671.84",21 - 27,Female,Married,Urban,None,< 1 mile,100K - 350K
P07325,1,0,0.00,38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
Z07326,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A07327,1,2,"1,197.19",38 - 60,Male,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z07328,1,0,0.00,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P07329,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,601K - 1M
Z07330,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,6 - 10 miles,351K - 600K
G07331,1,0,0.00,< 21,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A07332,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
P07333,1,1,"1,509.04",28 - 37,Female,Married,Suburban,None,1 - 5 miles,100K - 350K
G07334,1,1,"1,506.29",21 - 27,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07335,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
A07336,0.76,0,0.00,21 - 27,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
A07337,1,1,669.95,> 60,Male,Married,Rural,Standalone,6 - 10 miles,100K - 350K
Z07338,1,0,0.00,21 - 27,Female,Not Married,Suburban,Standalone,< 1 mile,> 1M
A07339,1,1,591.45,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P07340,1,1,685.31,28 - 37,Male,Married,Rural,Alarm Service,> 10 miles,601K - 1M
G07341,1,1,"1,127.49",21 - 27,Male,Married,Suburban,None,< 1 mile,100K - 350K
A07342,1,0,0.00,28 - 37,Female,Un-Married,Rural,Alarm Service,> 10 miles,601K - 1M
G07343,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,< 100K
G07344,0.45,0,0.00,< 21,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G07345,1,2,"3,436.88",21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
A07346,1,1,418.68,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
P07347,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G07348,1,2,711.05,28 - 37,Female,Un-Married,Rural,Standalone,6 - 10 miles,351K - 600K
G07349,1,1,864.38,21 - 27,Female,Married,Urban,None,< 1 mile,100K - 350K
A07350,1,1,412.45,> 60,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A07351,1,2,"1,283.99",> 60,Male,Married,Urban,Standalone,1 - 5 miles,< 100K
P07352,1,1,326.40,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
G07353,1,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z07354,1,0,0.00,28 - 37,Male,Un-Married,Rural,Standalone,> 10 miles,351K - 600K
Z07355,0.23,0,0.00,28 - 37,Male,Married,Rural,Standalone,> 10 miles,< 100K
A07356,1,0,0.00,28 - 37,Female,Married,Urban,None,1 - 5 miles,351K - 600K
G07357,1,1,"1,831.60",> 60,Male,Not Married,Rural,Standalone,6 - 10 miles,100K - 350K
Z07358,1,1,"3,445.60",> 60,Male,Married,Urban,None,< 1 mile,100K - 350K
Z07359,0.87,0,0.00,38 - 60,Male,Married,Urban,None,< 1 mile,351K - 600K
A07360,1,0,0.00,< 21,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
G07361,0.44,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P07362,1,2,"2,942.27",< 21,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
P07363,1,1,"1,150.49",38 - 60,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
G07364,1,0,0.00,38 - 60,Male,Married,Urban,None,1 - 5 miles,100K - 350K
A07365,1,0,0.00,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
G07366,1,2,"4,272.04",28 - 37,Female,Un-Married,Rural,Alarm Service,> 10 miles,100K - 350K
A07367,1,1,850.74,28 - 37,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
Z07368,0.22,0,0.00,28 - 37,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
P07369,1,1,"3,716.60",> 60,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
G07370,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
P07371,1,1,"2,169.25",21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A07372,1,0,0.00,> 60,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07373,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
G07374,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z07375,1,1,"2,783.79",21 - 27,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A07376,0.07,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,601K - 1M
A07377,0.08,1,808.19,< 21,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
G07378,1,1,408.93,21 - 27,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z07379,1,1,"1,411.21",21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07380,0.98,0,0.00,> 60,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
P07381,1,1,264.04,38 - 60,Female,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
P07382,0.64,0,0.00,< 21,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
P07383,0.46,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
G07384,1,0,0.00,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
A07385,1,2,438.00,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G07386,1,1,"2,230.98",28 - 37,Female,Not Married,Suburban,Standalone,1 - 5 miles,100K - 350K
P07387,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,> 1M
G07388,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P07389,1,1,311.40,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P07390,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A07391,1,2,"2,524.67",38 - 60,Female,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
A07392,1,2,"1,765.90",21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G07393,1,1,"1,882.18",28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07394,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G07395,1,1,"1,254.49",28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07396,1,1,"1,391.73",28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,> 1M
P07397,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,> 1M
G07398,0.39,1,"2,079.05",28 - 37,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z07399,1,1,451.43,21 - 27,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G07400,1,0,0.00,< 21,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G07401,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
Z07402,1,1,"2,818.89",> 60,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G07403,0.06,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z07404,1,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A07405,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z07406,0.45,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z07407,0.38,1,"2,134.84",< 21,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
P07408,1,0,0.00,28 - 37,Female,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
A07409,1,0,0.00,28 - 37,Female,Not Married,Urban,None,< 1 mile,100K - 350K
P07410,0.56,0,0.00,38 - 60,Female,Not Married,Rural,Standalone,1 - 5 miles,351K - 600K
P07411,0.59,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07412,0.16,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,> 1M
G07413,1,2,"3,697.82",> 60,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G07414,1,2,"2,075.47",38 - 60,Female,Married,Urban,None,< 1 mile,351K - 600K
Z07415,1,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
G07416,1,2,"2,158.24",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
A07417,1,1,"1,493.13",38 - 60,Female,Married,Suburban,Standalone,< 1 mile,> 1M
G07418,1,0,0.00,< 21,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
P07419,1,1,"1,200.70",28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z07420,1,0,0.00,> 60,Male,Married,Suburban,None,< 1 mile,< 100K
P07421,0.93,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,1 - 5 miles,> 1M
A07422,0.86,1,705.85,28 - 37,Male,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P07423,1,0,0.00,38 - 60,Male,Not Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z07424,0.31,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
G07425,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
A07426,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
A07427,1,1,123.92,< 21,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
Z07428,0.48,1,997.12,< 21,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G07429,1,1,556.15,21 - 27,Female,Not Married,Urban,Alarm Service,< 1 mile,601K - 1M
Z07430,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,100K - 350K
A07431,1,0,0.00,< 21,Male,Married,Urban,None,< 1 mile,601K - 1M
A07432,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
G07433,1,0,0.00,21 - 27,Male,Married,Rural,None,1 - 5 miles,100K - 350K
P07434,1,3,"1,043.40",> 60,Female,Not Married,Rural,Alarm Service,> 10 miles,> 1M
P07435,1,0,0.00,38 - 60,Male,Married,Suburban,Alarm Service,1 - 5 miles,< 100K
P07436,1,1,519.96,28 - 37,Female,Married,Suburban,None,1 - 5 miles,351K - 600K
P07437,1,0,0.00,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07438,1,0,0.00,21 - 27,Male,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
P07439,1,0,0.00,28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07440,1,0,0.00,> 60,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P07441,1,1,"1,718.94",38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
A07442,1,1,"1,196.72",28 - 37,Male,Un-Married,Rural,Alarm Service,> 10 miles,100K - 350K
P07443,1,1,141.48,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
G07444,1,0,0.00,21 - 27,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07445,1,0,0.00,38 - 60,Female,Un-Married,Rural,None,> 10 miles,351K - 600K
A07446,1,0,0.00,38 - 60,Male,Married,Urban,None,< 1 mile,351K - 600K
P07447,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,6 - 10 miles,351K - 600K
G07448,1,1,775.20,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
Z07449,1,0,0.00,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,< 100K
P07450,1,1,416.98,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G07451,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z07452,1,0,0.00,28 - 37,Female,Not Married,Rural,Alarm Service,> 10 miles,601K - 1M
P07453,1,1,"2,116.89",> 60,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z07454,1,1,144.02,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P07455,1,2,"3,383.56",21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A07456,1,1,"1,338.64",28 - 37,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
G07457,1,2,"4,086.20",21 - 27,Female,Un-Married,Urban,Alarm Service,< 1 mile,< 100K
P07458,0.38,1,"2,919.83",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z07459,0.87,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
A07460,1,3,"1,740.59",38 - 60,Male,Not Married,Urban,Standalone,1 - 5 miles,< 100K
G07461,1,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z07462,0.98,0,0.00,> 60,Male,Un-Married,Suburban,Standalone,1 - 5 miles,100K - 350K
A07463,1,0,0.00,38 - 60,Female,Not Married,Urban,Alarm Service,< 1 mile,< 100K
P07464,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,< 100K
A07465,1,1,824.30,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G07466,1,0,0.00,21 - 27,Male,Not Married,Rural,Alarm Service,1 - 5 miles,100K - 350K
G07467,1,1,961.63,21 - 27,Male,Not Married,Suburban,Alarm Service,< 1 mile,601K - 1M
G07468,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07469,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z07470,1,0,0.00,> 60,Male,Married,Rural,None,> 10 miles,351K - 600K
A07471,1,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
Z07472,1,1,"1,782.48",< 21,Female,Not Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z07473,1,0,0.00,38 - 60,Female,Not Married,Urban,None,< 1 mile,100K - 350K
A07474,1,1,132.55,38 - 60,Female,Not Married,Rural,Standalone,6 - 10 miles,351K - 600K
P07475,1,1,"1,528.07",21 - 27,Female,Not Married,Suburban,Standalone,< 1 mile,601K - 1M
Z07476,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A07477,1,1,373.71,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07478,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A07479,1,1,266.95,28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A07480,1,1,"1,819.70",> 60,Male,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z07481,0.35,0,0.00,28 - 37,Male,Married,Rural,Standalone,> 10 miles,351K - 600K
G07482,1,1,333.73,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
A07483,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
G07484,1,0,0.00,38 - 60,Female,Married,Rural,Standalone,> 10 miles,351K - 600K
P07485,1,0,0.00,< 21,Female,Married,Suburban,None,1 - 5 miles,351K - 600K
A07486,0.3,0,0.00,21 - 27,Male,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P07487,0.83,3,"6,654.18",28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
P07488,0.71,1,531.85,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
A07489,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,601K - 1M
P07490,1,1,532.97,28 - 37,Male,Married,Rural,Alarm Service,> 10 miles,100K - 350K
Z07491,0.22,1,776.17,38 - 60,Female,Married,Rural,Alarm Service,> 10 miles,351K - 600K
P07492,1,1,848.60,21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A07493,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
A07494,0.2,1,"1,291.84",38 - 60,Male,Married,Urban,None,< 1 mile,351K - 600K
G07495,1,0,0.00,38 - 60,Male,Married,Suburban,Alarm Service,< 1 mile,> 1M
G07496,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,< 1 mile,351K - 600K
A07497,1,1,292.06,21 - 27,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G07498,0.99,0,0.00,28 - 37,Male,Married,Suburban,None,< 1 mile,351K - 600K
P07499,0.43,3,"7,467.86",21 - 27,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
G07500,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,601K - 1M
Z07501,1,2,"3,751.08",21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A07502,1,1,245.56,< 21,Female,Married,Suburban,None,< 1 mile,351K - 600K
P07503,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G07504,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z07505,1,1,"1,117.37",28 - 37,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
A07506,1,2,"3,179.29",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
A07507,0.4,1,715.77,38 - 60,Male,Married,Urban,Standalone,1 - 5 miles,351K - 600K
G07508,1,2,"3,124.38",21 - 27,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07509,1,1,"2,897.42",21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P07510,1,0,0.00,38 - 60,Female,Married,Suburban,None,< 1 mile,100K - 350K
A07511,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P07512,0.41,2,"4,793.55",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A07513,1,1,"1,127.81",> 60,Male,Married,Suburban,None,6 - 10 miles,601K - 1M
G07514,1,1,880.15,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,< 100K
Z07515,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
A07516,1,1,"1,882.47",28 - 37,Male,Not Married,Suburban,Standalone,1 - 5 miles,< 100K
Z07517,1,2,"1,569.61",21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07518,0.62,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,< 100K
G07519,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,601K - 1M
A07520,0.37,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G07521,0.81,1,491.53,28 - 37,Male,Un-Married,Suburban,Standalone,1 - 5 miles,100K - 350K
P07522,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
P07523,1,0,0.00,21 - 27,Male,Married,Urban,None,< 1 mile,601K - 1M
Z07524,1,0,0.00,38 - 60,Female,Un-Married,Urban,None,1 - 5 miles,351K - 600K
G07525,1,1,130.60,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
A07526,0.65,0,0.00,38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
P07527,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A07528,1,1,"1,392.25",38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
G07529,0.87,0,0.00,< 21,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07530,1,2,"3,861.90",21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z07531,0.92,0,0.00,28 - 37,Male,Not Married,Rural,Alarm Service,1 - 5 miles,351K - 600K
Z07532,1,0,0.00,28 - 37,Male,Married,Urban,None,1 - 5 miles,351K - 600K
P07533,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
G07534,0.54,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,1 - 5 miles,< 100K
P07535,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G07536,1,1,76.12,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P07537,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
Z07538,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
G07539,1,1,313.81,28 - 37,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,< 100K
A07540,1,1,826.08,< 21,Male,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z07541,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
P07542,0.07,2,"1,323.55",38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z07543,1,0,0.00,28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A07544,1,0,0.00,> 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
G07545,1,2,"2,737.97",28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z07546,1,1,"1,039.99",< 21,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P07547,1,1,"2,382.25",38 - 60,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
G07548,1,0,0.00,> 60,Male,Un-Married,Rural,Alarm Service,1 - 5 miles,100K - 350K
Z07549,1,0,0.00,< 21,Male,Un-Married,Rural,Standalone,> 10 miles,< 100K
A07550,1,1,"2,820.24",28 - 37,Male,Not Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
Z07551,0.35,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,< 100K
Z07552,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G07553,1,0,0.00,21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A07554,1,1,"3,349.95",21 - 27,Female,Not Married,Suburban,None,< 1 mile,< 100K
P07555,0.14,1,"2,197.65",28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G07556,0.1,1,"1,016.17",38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
