,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
2605,Yes,49,1,Sports Car,No,4,12.0,Highly Urban/ Urban,5,1.0
2606,No,43,6,Minivan,No,0,17.0,Highly Urban/ Urban,4,1.0
2607,No,9,6,Pickup,No,8,1.0,Highly Urban/ Urban,1,0.666
2608,Yes,12,1,Pickup,No,3,13.0,Highly Urban/ Urban,0,1.0
2609,Yes,35,1,Pickup,Yes,1,9.0,Highly Urban/ Urban,0,1.0
2610,No,48,11,Panel Truck,No,4,13.0,Highly Urban/ Urban,6,1.0
2611,Yes,30,1,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
2612,Yes,6,6,Minivan,No,1,11.0,Highly Rural/ Rural,0,1.0
2613,No,37,10,Van,No,7,16.0,Highly Urban/ Urban,0,1.0
2614,No,12,1,SUV,Yes,1,1.0,Highly Urban/ Urban,0,0.342
2615,No,28,1,SUV,No,0,22.0,Highly Urban/ Urban,0,1.0
2616,Yes,18,6,Sports Car,No,2,7.0,Highly Urban/ Urban,0,1.0
2617,No,14,1,Minivan,No,1,8.0,Highly Urban/ Urban,2,1.0
2618,Yes,5,13,Van,Yes,3,8.0,Highly Urban/ Urban,2,0.918
2619,Yes,31,1,Minivan,No,0,,Highly Urban/ Urban,2,1.0
2620,No,64,1,Van,No,3,14.0,Highly Urban/ Urban,5,1.0
2621,Yes,30,6,SUV,No,1,11.0,Highly Urban/ Urban,0,1.0
2622,No,5,3,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
2623,Yes,24,10,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
2624,No,26,4,Pickup,Yes,4,1.0,Highly Urban/ Urban,3,0.303
2625,Yes,52,13,Van,No,3,12.0,Highly Urban/ Urban,0,1.0
2626,Yes,33,6,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
2627,Yes,33,7,Sports Car,No,2,1.0,Highly Urban/ Urban,0,0.306
2628,Yes,26,10,Van,No,6,7.0,Highly Urban/ Urban,0,1.0
2629,Yes,43,4,Van,Yes,1,12.0,Highly Urban/ Urban,2,0.684
2630,Yes,48,6,Van,No,0,1.0,Highly Urban/ Urban,5,1.0
2631,Yes,43,1,Van,No,0,9.0,Highly Urban/ Urban,2,0.201
2632,Yes,44,4,SUV,Yes,2,1.0,Highly Urban/ Urban,0,1.0
2633,Yes,21,1,Panel Truck,No,5,10.0,Highly Urban/ Urban,0,1.0
2634,Yes,66,1,SUV,No,2,10.0,Highly Rural/ Rural,0,1.0
2635,Yes,19,1,Van,No,6,11.0,Highly Urban/ Urban,0,0.693
2636,Yes,32,4,Sports Car,No,3,9.0,Highly Urban/ Urban,0,1.0
2637,Yes,13,6,SUV,Yes,4,11.0,Highly Urban/ Urban,0,1.0
2638,No,40,13,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
2639,No,24,7,Minivan,Yes,0,9.0,Highly Urban/ Urban,0,1.0
2640,No,33,1,SUV,No,1,7.0,Highly Urban/ Urban,2,1.0
2641,Yes,7,4,Pickup,No,0,7.0,Highly Urban/ Urban,0,1.0
2642,No,36,15,Van,No,1,18.0,Highly Urban/ Urban,2,1.0
2643,Yes,48,1,Pickup,No,4,8.0,Highly Urban/ Urban,0,1.0
2644,No,50,4,Pickup,No,5,1.0,Highly Urban/ Urban,4,1.0
2645,Yes,44,4,SUV,No,0,11.0,Highly Rural/ Rural,0,1.0
2646,Yes,30,4,Panel Truck,No,3,20.0,Highly Urban/ Urban,0,1.0
2647,No,22,6,Van,No,0,19.0,Highly Urban/ Urban,3,1.0
2648,Yes,31,4,Minivan,No,0,17.0,Highly Urban/ Urban,0,1.0
2649,Yes,51,7,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
2650,No,10,7,Van,No,2,10.0,Highly Urban/ Urban,0,1.0
2651,No,6,10,Minivan,No,0,12.0,Highly Urban/ Urban,0,0.618
2652,Yes,43,13,SUV,No,0,4.0,Highly Urban/ Urban,0,0.519
2653,Yes,9,4,Pickup,No,0,10.0,Highly Rural/ Rural,0,1.0
2654,No,22,9,Van,No,1,16.0,Highly Urban/ Urban,0,1.0
2655,No,29,7,Minivan,No,0,9.0,Highly Rural/ Rural,0,0.294
2656,Yes,51,4,Sports Car,No,0,11.0,Highly Rural/ Rural,0,1.0
2657,Yes,21,1,Minivan,No,0,11.0,Highly Urban/ Urban,0,1.0
2658,Yes,55,1,Minivan,No,5,13.0,Highly Urban/ Urban,0,1.0
2659,Yes,20,10,SUV,No,0,14.0,Highly Urban/ Urban,0,1.0
2660,Yes,11,6,Pickup,No,3,15.0,Highly Urban/ Urban,0,1.0
2661,No,19,13,Minivan,No,6,15.0,Highly Urban/ Urban,0,1.0
2662,Yes,27,6,Pickup,No,1,1.0,Highly Rural/ Rural,0,0.36
2663,Yes,40,6,SUV,No,5,7.0,Highly Urban/ Urban,3,1.0
2664,No,9,13,SUV,No,3,2.0,Highly Urban/ Urban,0,1.0
2665,No,34,4,Pickup,No,0,6.0,Highly Rural/ Rural,2,0.642
2666,No,30,9,Panel Truck,No,0,6.0,Highly Rural/ Rural,0,1.0
2667,No,40,4,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
2668,Yes,36,5,Van,No,0,7.0,Highly Urban/ Urban,0,1.0
2669,No,34,1,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
2670,No,10,1,Sports Car,Yes,8,8.0,Highly Urban/ Urban,2,1.0
2671,No,49,16,SUV,No,1,15.0,Highly Urban/ Urban,0,0.114
2672,No,8,4,SUV,No,8,8.0,Highly Urban/ Urban,0,1.0
2673,No,26,1,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
2674,Yes,32,4,Pickup,No,0,1.0,Highly Rural/ Rural,0,1.0
2675,Yes,36,3,SUV,No,0,8.0,Highly Rural/ Rural,0,1.0
2676,No,49,6,Minivan,No,0,17.0,Highly Rural/ Rural,0,1.0
2677,Yes,29,1,Minivan,No,1,,Highly Urban/ Urban,0,1.0
2678,Yes,40,1,Panel Truck,No,5,10.0,Highly Urban/ Urban,0,0.459
2679,No,47,10,Minivan,No,4,9.0,Highly Urban/ Urban,3,1.0
2680,Yes,42,1,Minivan,No,0,9.0,Highly Rural/ Rural,0,1.0
2681,Yes,57,1,Minivan,No,0,12.0,Highly Urban/ Urban,3,1.0
2682,No,45,6,Panel Truck,No,7,14.0,Highly Urban/ Urban,0,1.0
2683,No,40,1,Pickup,No,0,14.0,Highly Urban/ Urban,0,1.0
2684,Yes,5,4,Minivan,No,0,18.0,Highly Rural/ Rural,0,1.0
2685,Yes,47,5,Pickup,No,8,7.0,Highly Urban/ Urban,2,0.33
2686,No,41,1,Sports Car,No,5,11.0,Highly Urban/ Urban,4,0.531
2687,No,46,1,Pickup,No,1,17.0,Highly Urban/ Urban,3,0.612
2688,Yes,20,1,Minivan,No,0,7.0,Highly Urban/ Urban,3,1.0
2689,No,20,17,Pickup,No,7,15.0,Highly Urban/ Urban,3,0.609
2690,No,42,6,Minivan,No,0,19.0,Highly Urban/ Urban,0,1.0
2691,Yes,34,1,SUV,No,1,12.0,Highly Rural/ Rural,0,0.438
2692,Yes,18,6,Panel Truck,Yes,0,18.0,Highly Urban/ Urban,0,1.0
2693,No,24,4,Minivan,No,0,16.0,Highly Urban/ Urban,0,1.0
2694,No,22,1,SUV,No,8,9.0,Highly Urban/ Urban,2,1.0
2695,No,23,1,Van,No,3,1.0,Highly Urban/ Urban,3,1.0
2696,No,26,8,SUV,No,3,13.0,Highly Rural/ Rural,0,1.0
2697,Yes,32,10,Van,No,0,12.0,Highly Urban/ Urban,0,1.0
2698,Yes,24,6,Minivan,No,0,1.0,Highly Urban/ Urban,2,1.0
2699,Yes,41,7,Pickup,No,0,6.0,Highly Urban/ Urban,0,0.354
2700,No,5,11,Sports Car,No,0,12.0,Highly Rural/ Rural,0,1.0
2701,Yes,49,7,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
2702,Yes,66,1,SUV,Yes,3,1.0,Highly Urban/ Urban,6,1.0
2703,No,44,1,Pickup,No,0,10.0,Highly Rural/ Rural,2,1.0
2704,No,22,4,SUV,No,9,1.0,Highly Urban/ Urban,3,1.0
2705,Yes,28,1,Minivan,No,4,11.0,Highly Urban/ Urban,0,1.0
2706,Yes,59,3,Minivan,No,0,7.0,Highly Rural/ Rural,0,1.0
2707,Yes,22,1,Panel Truck,No,0,9.0,Highly Rural/ Rural,0,1.0
2708,Yes,38,15,SUV,No,0,1.0,Highly Urban/ Urban,0,0.192
2709,Yes,32,9,Pickup,No,0,16.0,Highly Urban/ Urban,0,0.945
2710,Yes,53,6,SUV,No,0,8.0,Highly Urban/ Urban,0,1.0
2711,Yes,29,13,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
2712,No,45,9,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
2713,No,33,1,Pickup,No,2,1.0,Highly Urban/ Urban,5,1.0
2714,Yes,25,1,SUV,No,0,8.0,Highly Urban/ Urban,0,1.0
2715,No,17,17,Minivan,Yes,0,15.0,Highly Urban/ Urban,0,1.0
2716,Yes,11,3,Pickup,No,2,1.0,Highly Urban/ Urban,0,1.0
2717,Yes,39,7,Pickup,No,2,8.0,Highly Urban/ Urban,0,1.0
2718,No,40,1,Minivan,No,4,8.0,Highly Urban/ Urban,0,1.0
2719,Yes,21,13,SUV,No,0,14.0,Highly Rural/ Rural,0,1.0
2720,No,26,8,Minivan,No,0,,Highly Urban/ Urban,0,1.0
2721,No,49,6,Sports Car,No,7,13.0,Highly Urban/ Urban,3,1.0
2722,Yes,64,1,Pickup,No,0,10.0,Highly Rural/ Rural,0,0.516
2723,No,84,6,Minivan,No,5,7.0,Highly Rural/ Rural,0,1.0
2724,Yes,50,1,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
2725,No,28,6,Minivan,No,2,7.0,Highly Urban/ Urban,0,0.564
2726,Yes,21,1,Sports Car,No,1,11.0,Highly Urban/ Urban,0,1.0
2727,No,27,4,SUV,No,2,11.0,Highly Urban/ Urban,3,1.0
2728,No,61,7,Panel Truck,No,0,17.0,Highly Urban/ Urban,0,1.0
2729,No,21,1,Pickup,Yes,0,11.0,Highly Urban/ Urban,2,0.303
2730,Yes,38,1,Pickup,No,0,9.0,Highly Urban/ Urban,3,1.0
2731,Yes,37,18,Panel Truck,No,0,7.0,Highly Urban/ Urban,0,1.0
2732,No,19,11,Minivan,No,2,17.0,Highly Urban/ Urban,0,1.0
2733,No,5,3,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
2734,Yes,21,11,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
2735,Yes,24,7,Minivan,No,0,14.0,Highly Urban/ Urban,0,1.0
2736,No,62,4,Minivan,No,4,12.0,Highly Rural/ Rural,0,1.0
2737,No,29,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
2738,No,53,1,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
2739,Yes,50,6,Pickup,No,1,14.0,Highly Urban/ Urban,0,1.0
2740,No,62,1,Minivan,Yes,7,,Highly Urban/ Urban,1,0.006
2741,Yes,68,1,SUV,No,0,21.0,Highly Rural/ Rural,0,1.0
2742,No,41,4,Pickup,No,4,1.0,Highly Urban/ Urban,1,0.729
2743,No,43,4,SUV,No,2,1.0,Highly Urban/ Urban,0,1.0
2744,Yes,31,6,Pickup,No,0,15.0,Highly Urban/ Urban,0,1.0
2745,Yes,63,1,Minivan,Yes,1,10.0,Highly Urban/ Urban,0,1.0
2746,Yes,33,6,SUV,No,1,12.0,Highly Rural/ Rural,0,1.0
2747,Yes,33,4,Minivan,No,3,5.0,Highly Rural/ Rural,0,1.0
2748,Yes,42,1,Minivan,No,3,15.0,Highly Rural/ Rural,0,1.0
2749,Yes,33,1,Van,No,0,3.0,Highly Urban/ Urban,0,1.0
2750,Yes,18,4,SUV,Yes,0,7.0,Highly Urban/ Urban,0,1.0
2751,No,27,1,Minivan,No,0,1.0,Highly Urban/ Urban,1,0.774
2752,Yes,23,6,Minivan,No,4,22.0,Highly Urban/ Urban,0,1.0
2753,No,36,1,Pickup,Yes,2,1.0,Highly Urban/ Urban,4,0.186
2754,Yes,5,4,Panel Truck,No,0,6.0,Highly Urban/ Urban,0,1.0
2755,Yes,30,4,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
2756,Yes,21,6,Minivan,No,2,,Highly Urban/ Urban,2,1.0
2757,Yes,9,7,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
2758,Yes,27,6,Pickup,Yes,4,9.0,Highly Urban/ Urban,2,0.558
2759,No,46,6,Minivan,Yes,7,1.0,Highly Urban/ Urban,2,1.0
2760,Yes,23,1,Minivan,No,0,15.0,Highly Urban/ Urban,0,1.0
2761,Yes,52,1,Minivan,Yes,3,8.0,Highly Urban/ Urban,2,1.0
2762,Yes,19,1,SUV,No,0,19.0,Highly Urban/ Urban,0,1.0
2763,No,34,6,Sports Car,No,1,10.0,Highly Urban/ Urban,0,1.0
2764,No,15,10,SUV,No,2,8.0,Highly Rural/ Rural,5,1.0
2765,Yes,44,11,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
2766,Yes,46,1,SUV,No,1,1.0,Highly Urban/ Urban,3,1.0
2767,Yes,6,10,Pickup,No,0,8.0,Highly Urban/ Urban,0,1.0
2768,Yes,55,3,Minivan,No,0,5.0,Highly Urban/ Urban,0,0.285
2769,Yes,14,1,Sports Car,No,4,11.0,Highly Urban/ Urban,0,1.0
2770,No,50,9,Minivan,No,0,,Highly Urban/ Urban,0,1.0
2771,No,24,1,Sports Car,No,3,13.0,Highly Urban/ Urban,0,1.0
2772,No,49,6,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
2773,Yes,12,1,Minivan,No,3,,Highly Urban/ Urban,0,1.0
2774,Yes,63,1,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
2775,Yes,25,6,Van,No,0,4.0,Highly Urban/ Urban,0,1.0
2776,No,54,1,Sports Car,Yes,5,5.0,Highly Urban/ Urban,0,1.0
2777,Yes,60,1,Pickup,No,2,11.0,Highly Urban/ Urban,0,1.0
2778,No,37,1,Sports Car,Yes,2,1.0,Highly Urban/ Urban,5,0.921
2779,Yes,34,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,0.669
2780,No,30,10,Sports Car,No,2,,Highly Urban/ Urban,0,1.0
2781,No,49,8,SUV,Yes,1,1.0,Highly Urban/ Urban,1,0.816
2782,Yes,33,7,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
2783,Yes,31,6,Minivan,No,6,15.0,Highly Urban/ Urban,0,0.804
2784,Yes,29,13,Panel Truck,No,0,,Highly Urban/ Urban,0,0.021
2785,Yes,37,6,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
2786,Yes,44,1,Sports Car,No,6,18.0,Highly Urban/ Urban,3,0.342
2787,Yes,51,1,SUV,No,3,1.0,Highly Urban/ Urban,5,1.0
2788,Yes,21,1,Pickup,No,0,11.0,Highly Urban/ Urban,0,1.0
2789,Yes,39,1,SUV,No,4,21.0,Highly Urban/ Urban,2,1.0
2790,Yes,22,6,SUV,Yes,0,9.0,Highly Urban/ Urban,0,1.0
2791,Yes,35,1,SUV,No,0,11.0,Highly Urban/ Urban,0,1.0
2792,No,7,1,SUV,No,6,,Highly Urban/ Urban,0,1.0
2793,Yes,36,6,Pickup,No,0,1.0,Highly Rural/ Rural,0,0.621
2794,No,28,1,Minivan,No,2,10.0,Highly Rural/ Rural,3,0.453
2795,Yes,18,6,Minivan,No,0,1.0,Highly Urban/ Urban,3,0.945
2796,No,35,4,Minivan,No,1,11.0,Highly Urban/ Urban,0,0.855
2797,No,5,1,Pickup,No,3,13.0,Highly Urban/ Urban,0,0.048
2798,Yes,26,1,Minivan,No,1,12.0,Highly Urban/ Urban,0,0.783
2799,Yes,43,6,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
2800,Yes,50,7,Pickup,No,4,6.0,Highly Urban/ Urban,0,1.0
2801,Yes,33,9,Minivan,No,0,9.0,Highly Rural/ Rural,0,1.0
2802,Yes,47,1,SUV,No,1,2.0,Highly Urban/ Urban,3,1.0
2803,Yes,42,11,Van,No,1,,Highly Rural/ Rural,0,0.729
2804,No,44,1,Panel Truck,No,0,11.0,Highly Urban/ Urban,0,1.0
2805,Yes,48,13,Minivan,No,0,9.0,Highly Rural/ Rural,0,1.0
2806,No,37,9,Panel Truck,No,0,14.0,Highly Urban/ Urban,0,0.846
2807,Yes,38,4,Pickup,No,0,1.0,Highly Urban/ Urban,2,1.0
2808,Yes,57,1,Pickup,No,4,,Highly Urban/ Urban,0,0.411
2809,Yes,39,3,Sports Car,No,6,5.0,Highly Urban/ Urban,0,1.0
2810,No,36,9,Pickup,No,2,10.0,Highly Urban/ Urban,0,0.183
2811,Yes,66,4,SUV,Yes,0,1.0,Highly Rural/ Rural,0,1.0
2812,No,36,6,Sports Car,No,1,8.0,Highly Rural/ Rural,0,1.0
2813,Yes,31,1,Panel Truck,No,1,21.0,Highly Urban/ Urban,0,1.0
2814,Yes,25,1,Sports Car,No,0,10.0,Highly Urban/ Urban,0,1.0
2815,Yes,48,7,Sports Car,No,0,1.0,Highly Rural/ Rural,0,0.762
2816,No,55,4,Minivan,No,1,1.0,Highly Urban/ Urban,2,0.927
2817,Yes,34,4,Sports Car,No,0,13.0,Highly Urban/ Urban,0,1.0
2818,Yes,38,4,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
2819,Yes,5,1,SUV,No,0,14.0,Highly Rural/ Rural,0,1.0
2820,Yes,38,13,Sports Car,Yes,1,,Highly Urban/ Urban,0,1.0
2821,No,42,6,Van,No,3,1.0,Highly Urban/ Urban,0,1.0
2822,Yes,9,1,Minivan,No,2,10.0,Highly Urban/ Urban,4,0.054
2823,No,5,1,Pickup,No,0,10.0,Highly Rural/ Rural,0,1.0
2824,No,43,1,Pickup,No,0,12.0,Highly Urban/ Urban,0,1.0
2825,Yes,47,9,Van,No,0,1.0,Highly Rural/ Rural,0,1.0
2826,No,24,3,Minivan,No,3,8.0,Highly Urban/ Urban,0,1.0
2827,Yes,12,1,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
2828,Yes,50,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
2829,Yes,31,6,Minivan,No,7,4.0,Highly Urban/ Urban,2,0.648
2830,No,35,4,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
2831,No,6,7,SUV,No,1,12.0,Highly Urban/ Urban,0,1.0
2832,No,22,13,Van,No,0,7.0,Highly Urban/ Urban,0,1.0
2833,Yes,30,4,Minivan,No,5,1.0,Highly Urban/ Urban,0,1.0
2834,Yes,54,13,SUV,No,0,1.0,Highly Rural/ Rural,0,0.258
2835,Yes,11,1,Pickup,No,1,1.0,Highly Urban/ Urban,0,1.0
2836,Yes,39,10,Sports Car,No,0,6.0,Highly Rural/ Rural,0,1.0
2837,Yes,24,6,Pickup,Yes,2,1.0,Highly Urban/ Urban,0,1.0
2838,Yes,50,1,Minivan,Yes,3,1.0,Highly Urban/ Urban,2,1.0
2839,Yes,5,17,Pickup,No,0,17.0,Highly Urban/ Urban,0,0.483
2840,No,22,4,Minivan,No,1,11.0,Highly Urban/ Urban,0,1.0
2841,No,21,10,Pickup,No,2,13.0,Highly Urban/ Urban,3,0.927
2842,Yes,24,13,Panel Truck,No,0,12.0,Highly Urban/ Urban,0,0.378
2843,Yes,56,9,Pickup,No,2,1.0,Highly Urban/ Urban,4,0.249
2844,No,54,6,SUV,No,0,6.0,Highly Rural/ Rural,0,1.0
2845,Yes,39,1,Minivan,No,0,15.0,Highly Urban/ Urban,0,1.0
2846,Yes,24,6,Minivan,No,3,16.0,Highly Urban/ Urban,0,1.0
2847,Yes,56,4,Sports Car,Yes,1,7.0,Highly Rural/ Rural,0,1.0
2848,No,44,1,Pickup,Yes,4,11.0,Highly Rural/ Rural,4,1.0
2849,No,32,1,Pickup,No,7,16.0,Highly Urban/ Urban,4,1.0
2850,Yes,41,10,Pickup,No,0,10.0,Highly Rural/ Rural,0,1.0
2851,Yes,22,6,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
2852,No,26,7,SUV,No,4,14.0,Highly Urban/ Urban,0,1.0
2853,Yes,45,6,Pickup,No,6,11.0,Highly Urban/ Urban,0,1.0
2854,No,12,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
2855,No,41,1,Minivan,No,3,1.0,Highly Urban/ Urban,2,1.0
2856,No,48,7,SUV,No,0,17.0,Highly Urban/ Urban,5,0.342
2857,Yes,51,11,Panel Truck,No,2,,Highly Rural/ Rural,0,1.0
2858,Yes,59,6,SUV,No,8,,Highly Urban/ Urban,1,1.0
2859,No,48,14,Minivan,No,2,6.0,Highly Rural/ Rural,0,0.855
2860,No,5,10,SUV,No,4,7.0,Highly Urban/ Urban,2,0.666
2861,No,54,1,Minivan,No,1,7.0,Highly Urban/ Urban,0,0.987
2862,No,66,1,Sports Car,Yes,1,1.0,Highly Rural/ Rural,0,1.0
2863,No,65,1,Minivan,No,1,17.0,Highly Urban/ Urban,5,0.258
2864,No,37,17,Pickup,No,0,,Highly Urban/ Urban,0,0.483
2865,Yes,36,1,Minivan,Yes,0,10.0,Highly Urban/ Urban,0,1.0
2866,Yes,64,1,SUV,No,0,10.0,Highly Urban/ Urban,2,1.0
2867,Yes,30,4,SUV,No,0,9.0,Highly Rural/ Rural,0,0.405
2868,No,32,7,SUV,No,1,11.0,Highly Urban/ Urban,0,1.0
2869,No,26,6,Sports Car,No,0,12.0,Highly Urban/ Urban,0,1.0
2870,Yes,27,10,Panel Truck,No,0,12.0,Highly Urban/ Urban,0,1.0
2871,Yes,20,3,Pickup,No,4,20.0,Highly Urban/ Urban,3,1.0
2872,Yes,37,10,Minivan,No,0,8.0,Highly Rural/ Rural,0,1.0
2873,Yes,45,6,SUV,No,0,10.0,Highly Urban/ Urban,2,1.0
2874,Yes,35,6,Sports Car,No,5,1.0,Highly Urban/ Urban,0,1.0
2875,Yes,41,7,Van,No,0,14.0,Highly Rural/ Rural,0,1.0
2876,Yes,29,1,Sports Car,Yes,4,11.0,Highly Urban/ Urban,0,1.0
2877,Yes,30,6,Minivan,No,1,12.0,Highly Urban/ Urban,0,1.0
2878,No,17,7,Sports Car,No,6,14.0,Highly Urban/ Urban,0,1.0
2879,Yes,45,10,Pickup,Yes,1,7.0,Highly Urban/ Urban,0,0.417
2880,No,39,1,Panel Truck,No,2,9.0,Highly Urban/ Urban,0,1.0
2881,Yes,13,10,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
2882,Yes,40,1,SUV,No,5,11.0,Highly Urban/ Urban,5,0.864
2883,Yes,33,6,SUV,No,5,6.0,Highly Urban/ Urban,0,1.0
2884,No,56,6,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
2885,No,52,3,Pickup,No,1,,Highly Urban/ Urban,2,0.63
2886,Yes,26,17,Pickup,No,2,7.0,Highly Urban/ Urban,0,1.0
2887,Yes,53,6,Minivan,No,0,1.0,Highly Urban/ Urban,5,0.39
2888,Yes,32,6,SUV,Yes,3,9.0,Highly Urban/ Urban,6,1.0
2889,No,31,1,SUV,No,0,8.0,Highly Urban/ Urban,0,1.0
2890,No,57,6,Sports Car,No,2,10.0,Highly Urban/ Urban,0,1.0
2891,No,5,4,Minivan,Yes,3,1.0,Highly Urban/ Urban,4,1.0
2892,Yes,25,11,Van,No,0,15.0,Highly Urban/ Urban,0,1.0
2893,Yes,15,6,Pickup,No,0,8.0,Highly Urban/ Urban,0,0.96
2894,Yes,28,10,Minivan,No,4,5.0,Highly Urban/ Urban,8,0.804
2895,No,5,6,SUV,No,2,10.0,Highly Urban/ Urban,0,1.0
2896,Yes,16,6,Sports Car,No,1,1.0,Highly Urban/ Urban,0,0.129
2897,No,6,9,SUV,No,3,1.0,Highly Urban/ Urban,0,1.0
2898,No,44,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
2899,Yes,45,4,SUV,No,0,3.0,Highly Urban/ Urban,0,1.0
2900,Yes,48,16,Pickup,Yes,1,1.0,Highly Urban/ Urban,2,0.546
2901,No,43,1,Minivan,No,2,17.0,Highly Urban/ Urban,0,1.0
2902,Yes,60,4,SUV,No,8,8.0,Highly Rural/ Rural,0,1.0
2903,Yes,33,1,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
2904,Yes,65,1,Panel Truck,No,2,9.0,Highly Urban/ Urban,0,1.0
2905,Yes,14,13,SUV,Yes,0,17.0,Highly Urban/ Urban,3,1.0
2906,Yes,41,7,Sports Car,No,1,9.0,Highly Urban/ Urban,4,0.768
2907,Yes,45,4,Sports Car,No,0,10.0,Highly Urban/ Urban,0,1.0
2908,Yes,55,1,Minivan,No,1,8.0,Highly Urban/ Urban,0,0.687
2909,No,15,6,Van,Yes,3,9.0,Highly Urban/ Urban,2,0.672
2910,Yes,19,13,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
2911,No,45,1,Sports Car,Yes,2,10.0,Highly Urban/ Urban,5,1.0
2912,No,47,1,Van,No,6,5.0,Highly Urban/ Urban,0,1.0
2913,Yes,14,1,SUV,Yes,0,10.0,Highly Urban/ Urban,0,1.0
2914,No,35,1,SUV,No,1,15.0,Highly Urban/ Urban,6,1.0
2915,Yes,29,10,Van,No,0,10.0,Highly Urban/ Urban,0,1.0
2916,Yes,5,6,Sports Car,No,8,3.0,Highly Urban/ Urban,0,1.0
2917,Yes,29,1,Panel Truck,No,1,1.0,Highly Urban/ Urban,4,0.576
2918,Yes,73,13,Van,No,0,13.0,Highly Urban/ Urban,0,0.174
2919,Yes,43,4,Minivan,Yes,0,11.0,Highly Urban/ Urban,0,1.0
2920,Yes,5,6,Van,No,1,21.0,Highly Urban/ Urban,0,1.0
2921,Yes,54,4,Van,No,7,8.0,Highly Urban/ Urban,4,1.0
2922,Yes,41,4,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
2923,Yes,47,3,Sports Car,No,0,4.0,Highly Rural/ Rural,0,1.0
2924,Yes,39,4,Panel Truck,No,0,5.0,Highly Urban/ Urban,0,1.0
2925,Yes,33,10,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
2926,No,36,6,SUV,No,5,12.0,Highly Urban/ Urban,4,0.054
2927,Yes,36,11,SUV,No,0,5.0,Highly Urban/ Urban,0,1.0
2928,No,32,6,Minivan,No,0,15.0,Highly Urban/ Urban,0,0.453
2929,No,30,4,Panel Truck,No,2,14.0,Highly Urban/ Urban,0,0.999
2930,Yes,12,8,Panel Truck,No,1,8.0,Highly Urban/ Urban,0,1.0
2931,No,28,9,Van,No,0,17.0,Highly Urban/ Urban,4,0.696
2932,Yes,32,6,Pickup,No,2,,Highly Rural/ Rural,0,1.0
2933,No,58,6,Minivan,No,0,15.0,Highly Urban/ Urban,5,0.174
2934,Yes,25,13,Sports Car,No,1,,Highly Urban/ Urban,0,1.0
2935,Yes,24,6,SUV,No,5,16.0,Highly Urban/ Urban,0,1.0
2936,No,39,1,SUV,No,0,1.0,Highly Rural/ Rural,2,0.24
2937,No,51,1,Panel Truck,No,5,19.0,Highly Urban/ Urban,0,1.0
2938,Yes,41,1,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
2939,No,36,1,Sports Car,No,0,18.0,Highly Urban/ Urban,2,1.0
2940,Yes,61,6,SUV,No,0,5.0,Highly Rural/ Rural,0,1.0
2941,Yes,33,1,Panel Truck,No,0,14.0,Highly Urban/ Urban,1,0.525
2942,Yes,12,6,Minivan,Yes,0,6.0,Highly Urban/ Urban,0,1.0
