policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
G03113,21 - 27,Female,Married,Suburban,351K - 600K,0.67,2,"3,556.29"
Z08400,21 - 27,Female,Un-Married,Rural,351K - 600K,1,1,"10,295.01"
A00020,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
Z08390,21 - 27,Male,Married,Urban,< 100K,1,2,"6,721.94"
Z09931,28 - 37,Female,Married,Urban,> 1M,1,1,"2,210.86"
Z07843,21 - 27,Female,Not Married,Suburban,351K - 600K,1,3,"6,081.03"
Z09803,28 - 37,Male,Married,Suburban,351K - 600K,1,1,699.62
A00881,< 21,Male,Un-Married,Urban,100K - 350K,1,0,0.00
Z09521,< 21,Male,Not Married,Suburban,351K - 600K,1,3,"23,962.62"
A01846,38 - 60,Female,Married,Suburban,100K - 350K,0.78,1,"2,550.33"
G03405,38 - 60,Female,Not Married,Suburban,100K - 350K,1,4,"5,112.74"
Z07935,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
Z09310,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,2,"2,171.30"
G03077,21 - 27,Female,Married,Urban,100K - 350K,1,0,0.00
Z09142,38 - 60,Male,Married,Rural,601K - 1M,1,0,0.00
G02928,28 - 37,Female,Married,Suburban,351K - 600K,1,3,"10,844.01"
A00542,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
G03856,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,2,"3,246.87"
A00174,> 60,Female,Married,Suburban,601K - 1M,1,1,"4,458.70"
G02561,21 - 27,Male,Not Married,Suburban,601K - 1M,0.78,1,108.41
G03988,38 - 60,Male,Married,Suburban,351K - 600K,1,2,513.13
G04725,> 60,Male,Not Married,Suburban,351K - 600K,1,2,147.01
A00810,21 - 27,Female,Not Married,Suburban,351K - 600K,0.42,5,"13,705.34"
P05871,28 - 37,Male,Not Married,Rural,100K - 350K,0.64,0,0.00
G04735,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,"5,017.23"
G03524,28 - 37,Male,Un-Married,Rural,351K - 600K,0.02,0,0.00
A01899,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,1,"2,098.77"
A01290,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,1,"1,468.00"
G04876,28 - 37,Female,Not Married,Rural,601K - 1M,0.34,1,"3,800.04"
Z09681,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"2,549.42"
A00860,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"1,743.68"
G04098,38 - 60,Male,Not Married,Urban,351K - 600K,1,3,"1,816.86"
P06661,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.38,1,"1,104.79"
Z09023,28 - 37,Male,Married,Suburban,351K - 600K,1,1,892.84
G03123,28 - 37,Male,Not Married,Urban,> 1M,1,2,263.42
G04981,28 - 37,Female,Married,Urban,601K - 1M,1,1,"2,209.94"
A00654,28 - 37,Male,Un-Married,Suburban,351K - 600K,0.42,0,0.00
P05173,21 - 27,Male,Married,Suburban,100K - 350K,1,1,"4,250.48"
Z08288,< 21,Male,Married,Rural,601K - 1M,1,2,"7,233.87"
P05623,38 - 60,Female,Married,Urban,351K - 600K,1,3,"1,288.22"
A02417,< 21,Male,Married,Suburban,351K - 600K,0.97,2,"6,079.47"
G04682,> 60,Female,Un-Married,Urban,601K - 1M,1,2,603.24
Z08027,38 - 60,Female,Not Married,Rural,601K - 1M,1,3,"3,173.81"
G02890,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,3,"3,998.47"
G03208,28 - 37,Female,Married,Urban,351K - 600K,1,1,"7,498.46"
A02435,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
Z08951,< 21,Male,Married,Suburban,351K - 600K,1,5,"23,259.71"
P05983,28 - 37,Female,Not Married,Suburban,351K - 600K,1,0,0.00
G02659,38 - 60,Male,Not Married,Urban,100K - 350K,1,2,"4,199.55"
P05112,21 - 27,Male,Married,Urban,351K - 600K,1,0,0.00
A01683,< 21,Female,Un-Married,Suburban,< 100K,1,4,"20,120.96"
Z07735,28 - 37,Female,Married,Urban,351K - 600K,1,1,"2,094.85"
P07036,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
P05030,< 21,Male,Not Married,Suburban,351K - 600K,1,4,"3,676.10"
A01242,38 - 60,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A02127,< 21,Female,Married,Urban,351K - 600K,0.03,2,"1,172.79"
Z08184,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,0,0.00
P07216,28 - 37,Female,Married,Suburban,< 100K,1,2,"5,276.44"
G04479,28 - 37,Male,Married,Suburban,351K - 600K,1,0,0.00
Z09284,> 60,Male,Un-Married,Urban,601K - 1M,1,3,"12,994.48"
Z07503,38 - 60,Male,Married,Suburban,601K - 1M,0.68,2,"2,390.72"
G04747,< 21,Female,Married,Suburban,100K - 350K,1,0,0.00
P06185,21 - 27,Male,Not Married,Urban,100K - 350K,1,2,"8,106.40"
G02947,28 - 37,Female,Not Married,Suburban,< 100K,0.73,1,"5,283.51"
Z08184,< 21,Female,Un-Married,Suburban,351K - 600K,1,1,858.76
P06737,38 - 60,Male,Married,Suburban,> 1M,0.52,3,"2,542.98"
P06770,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"5,436.79"
A01995,> 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
Z07992,21 - 27,Male,Married,Urban,< 100K,0.64,1,"6,405.91"
A01614,21 - 27,Male,Married,Rural,> 1M,1,0,0.00
Z07736,21 - 27,Male,Married,Rural,601K - 1M,1,1,"3,234.23"
P06169,38 - 60,Female,Un-Married,Urban,601K - 1M,1,3,"4,945.32"
Z08866,28 - 37,Female,Married,Urban,601K - 1M,1,2,"3,859.11"
P07007,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,2,"2,340.31"
A00656,28 - 37,Male,Un-Married,Rural,601K - 1M,1,2,"7,266.42"
P05571,21 - 27,Female,Not Married,Urban,351K - 600K,0.64,2,"2,338.16"
P07234,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
Z08834,38 - 60,Female,Un-Married,Urban,100K - 350K,1,0,0.00
Z08307,21 - 27,Male,Married,Suburban,351K - 600K,1,1,"1,662.14"
P06199,38 - 60,Female,Not Married,Urban,> 1M,1,1,"1,372.33"
P05554,28 - 37,Male,Married,Urban,351K - 600K,1,4,"21,700.39"
P05181,< 21,Female,Married,Urban,100K - 350K,1,2,"17,249.25"
Z09704,38 - 60,Male,Married,Urban,< 100K,1,2,"7,858.71"
P06377,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,"3,552.22"
P05909,< 21,Male,Married,Suburban,< 100K,1,3,"11,233.98"
P05735,> 60,Male,Married,Suburban,100K - 350K,1,3,"12,355.07"
A01128,28 - 37,Female,Married,Suburban,< 100K,0.68,3,"6,401.49"
Z08754,28 - 37,Male,Married,Suburban,351K - 600K,1,4,"13,817.72"
Z09471,< 21,Female,Married,Suburban,100K - 350K,0.76,0,0.00
Z07791,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
P06643,< 21,Male,Un-Married,Urban,351K - 600K,1,2,"1,291.03"
P07122,28 - 37,Female,Married,Urban,100K - 350K,0.9,1,"8,834.38"
P05992,38 - 60,Female,Married,Urban,> 1M,0.26,0,0.00
G04142,21 - 27,Male,Married,Suburban,100K - 350K,0.28,3,"3,090.35"
Z08886,28 - 37,Female,Un-Married,Suburban,100K - 350K,0.7,1,"2,134.57"
A02184,28 - 37,Female,Not Married,Suburban,601K - 1M,1,1,"1,040.52"
A00681,38 - 60,Female,Married,Urban,351K - 600K,1,1,"6,235.22"
G03783,21 - 27,Female,Un-Married,Urban,351K - 600K,1,0,0.00
G02668,38 - 60,Female,Married,Suburban,601K - 1M,1,3,"3,605.17"
A01216,< 21,Male,Married,Suburban,351K - 600K,1,4,"2,855.15"
P05770,> 60,Male,Married,Suburban,100K - 350K,1,1,"2,972.97"
G03764,28 - 37,Male,Married,Urban,< 100K,1,1,"3,506.15"
Z09389,21 - 27,Female,Married,Suburban,601K - 1M,1,3,"3,560.14"
G04909,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
P05247,38 - 60,Male,Not Married,Suburban,< 100K,1,2,"8,143.82"
G04820,28 - 37,Female,Married,Urban,601K - 1M,0.84,1,"1,413.10"
Z09898,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
P06003,< 21,Male,Un-Married,Urban,601K - 1M,1,3,184.83
P06461,21 - 27,Female,Not Married,Rural,601K - 1M,1,1,"2,238.29"
G02921,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,1,"1,374.84"
P07215,38 - 60,Male,Un-Married,Urban,100K - 350K,1,1,"2,839.75"
Z08363,28 - 37,Male,Married,Suburban,< 100K,0.68,2,"6,852.06"
A00556,28 - 37,Female,Not Married,Suburban,351K - 600K,1,0,0.00
G04858,28 - 37,Female,Married,Urban,> 1M,1,0,0.00
P06227,28 - 37,Female,Un-Married,Urban,351K - 600K,1,2,"3,666.89"
A00172,21 - 27,Female,Not Married,Rural,100K - 350K,1,1,"8,284.21"
A01811,21 - 27,Female,Un-Married,Urban,601K - 1M,1,2,"4,531.93"
P05343,38 - 60,Female,Un-Married,Urban,351K - 600K,1,1,"7,290.45"
Z09391,38 - 60,Female,Married,Suburban,100K - 350K,0.52,0,0.00
Z08365,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A01768,21 - 27,Male,Un-Married,Suburban,601K - 1M,1,2,"2,888.24"
G03493,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
Z09609,< 21,Female,Married,Urban,< 100K,1,1,"14,607.21"
Z09201,28 - 37,Male,Un-Married,Urban,100K - 350K,0.47,1,"3,907.48"
G02911,> 60,Female,Un-Married,Suburban,351K - 600K,1,5,"7,780.08"
A00932,28 - 37,Male,Not Married,Rural,100K - 350K,1,0,0.00
P05531,38 - 60,Male,Married,Suburban,351K - 600K,1,3,"8,649.33"
G04605,28 - 37,Female,Married,Urban,601K - 1M,1,0,0.00
Z09724,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,944.24
P06341,28 - 37,Female,Married,Urban,< 100K,1,1,"9,747.55"
P05028,28 - 37,Male,Not Married,Urban,601K - 1M,0.2,4,"7,167.15"
P05685,28 - 37,Male,Un-Married,Urban,351K - 600K,1,3,"2,399.58"
Z08436,38 - 60,Female,Married,Urban,100K - 350K,1,1,"6,605.60"
G03075,21 - 27,Female,Married,Rural,601K - 1M,0.45,2,"2,311.86"
A02383,28 - 37,Female,Not Married,Rural,601K - 1M,0.3,0,0.00
A00402,28 - 37,Female,Un-Married,Urban,100K - 350K,0.88,1,"11,821.05"
A02163,28 - 37,Male,Married,Urban,100K - 350K,1,1,"1,148.58"
A01344,28 - 37,Female,Married,Suburban,351K - 600K,1,2,"2,928.39"
Z08635,38 - 60,Female,Married,Suburban,100K - 350K,1,1,"2,334.34"
P05311,< 21,Female,Un-Married,Urban,351K - 600K,0.36,3,"19,429.73"
P05613,38 - 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
G03201,38 - 60,Male,Married,Suburban,< 100K,1,0,0.00
A00353,> 60,Female,Un-Married,Urban,100K - 350K,1,1,"2,978.70"
P06696,28 - 37,Female,Not Married,Urban,601K - 1M,0.55,2,"1,243.69"
G04981,21 - 27,Male,Not Married,Suburban,100K - 350K,0.61,5,"2,275.50"
A01748,21 - 27,Female,Married,Urban,351K - 600K,1,1,432.18
A00664,38 - 60,Female,Un-Married,Suburban,> 1M,1,0,0.00
P05129,28 - 37,Female,Not Married,Urban,351K - 600K,1,2,"1,240.65"
P05596,< 21,Female,Not Married,Suburban,> 1M,1,1,"4,141.90"
Z09918,38 - 60,Male,Married,Suburban,351K - 600K,0.61,1,"1,573.56"
Z07607,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.7,1,"4,761.03"
A01937,38 - 60,Male,Un-Married,Urban,351K - 600K,0.92,0,0.00
G03365,38 - 60,Male,Un-Married,Urban,601K - 1M,1,0,0.00
G04046,28 - 37,Female,Not Married,Suburban,> 1M,1,3,969.36
G04465,38 - 60,Female,Married,Urban,351K - 600K,0.5,0,0.00
A01251,< 21,Male,Un-Married,Suburban,< 100K,1,5,"2,563.25"
P05520,28 - 37,Female,Not Married,Urban,< 100K,0.44,2,"2,585.85"
P07274,21 - 27,Male,Married,Urban,100K - 350K,1,2,"8,439.11"
A02260,28 - 37,Female,Married,Urban,100K - 350K,1,1,"1,650.15"
G04720,21 - 27,Male,Married,Urban,351K - 600K,1,1,"2,426.87"
G03439,38 - 60,Male,Married,Suburban,351K - 600K,0.96,2,"2,247.69"
P07333,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,"1,282.95"
G03968,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,"9,124.55"
P07069,> 60,Female,Un-Married,Suburban,351K - 600K,1,1,"3,950.84"
P05835,28 - 37,Male,Married,Urban,351K - 600K,0.41,2,"10,030.46"
Z09155,> 60,Male,Not Married,Suburban,351K - 600K,1,3,"4,454.41"
G03999,28 - 37,Male,Not Married,Suburban,601K - 1M,1,1,"2,630.83"
Z08841,21 - 27,Female,Not Married,Suburban,351K - 600K,0.38,0,0.00
P05703,28 - 37,Male,Married,Suburban,601K - 1M,0.51,3,"6,340.30"
G04712,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"1,537.92"
G04849,21 - 27,Male,Un-Married,Urban,< 100K,1,1,"6,493.64"
P06345,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,0,0.00
G04822,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"3,551.08"
P07107,21 - 27,Female,Married,Urban,100K - 350K,0.15,1,"1,077.53"
P06270,38 - 60,Female,Married,Suburban,100K - 350K,1,1,650.27
A00987,21 - 27,Male,Un-Married,Urban,351K - 600K,1,0,0.00
Z08436,28 - 37,Female,Not Married,Urban,351K - 600K,0.16,1,"4,125.27"
P07297,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
Z09902,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"1,051.13"
A01754,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
P05308,28 - 37,Female,Married,Rural,351K - 600K,0.01,1,"6,003.20"
A01247,28 - 37,Male,Married,Urban,351K - 600K,0.37,1,"6,701.43"
G03484,38 - 60,Male,Married,Urban,100K - 350K,1,2,"3,155.69"
A02211,38 - 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
P06972,< 21,Female,Un-Married,Urban,351K - 600K,1,1,"10,301.60"
A02182,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,"1,787.74"
A01365,28 - 37,Female,Un-Married,Rural,601K - 1M,1,0,0.00
P06250,38 - 60,Female,Married,Suburban,351K - 600K,1,1,"4,140.88"
A01608,21 - 27,Female,Married,Suburban,< 100K,1,4,"15,378.46"
P06796,> 60,Male,Married,Urban,601K - 1M,1,2,"1,871.44"
Z09731,< 21,Female,Married,Suburban,601K - 1M,1,1,640.30
G03505,28 - 37,Male,Married,Urban,100K - 350K,1,0,0.00
G04811,21 - 27,Male,Married,Suburban,601K - 1M,0.72,0,0.00
A00736,> 60,Male,Not Married,Urban,601K - 1M,1,2,"10,563.19"
A00563,38 - 60,Female,Married,Urban,100K - 350K,1,3,"15,930.38"
A02046,38 - 60,Female,Married,Rural,601K - 1M,1,0,0.00
A01141,21 - 27,Female,Un-Married,Urban,351K - 600K,1,2,"19,893.25"
P06080,28 - 37,Male,Married,Suburban,100K - 350K,1,1,"2,298.02"
P05493,28 - 37,Female,Un-Married,Suburban,> 1M,1,3,"4,625.16"
P06154,28 - 37,Male,Married,Suburban,601K - 1M,1,3,"13,519.24"
P06252,28 - 37,Male,Married,Urban,< 100K,1,0,0.00
P07413,> 60,Female,Married,Suburban,> 1M,1,2,"5,836.48"
P05759,> 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
P05111,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"3,819.03"
A01706,28 - 37,Female,Un-Married,Urban,351K - 600K,0.68,2,"16,986.79"
G04872,> 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
G04122,> 60,Female,Not Married,Suburban,601K - 1M,0.36,2,"1,552.43"
P07280,21 - 27,Female,Not Married,Urban,351K - 600K,1,3,"9,107.63"
Z09173,38 - 60,Female,Married,Urban,601K - 1M,0.72,0,0.00
G04775,> 60,Female,Married,Suburban,100K - 350K,1,2,"5,595.80"
P06462,38 - 60,Male,Married,Urban,351K - 600K,0.46,3,"5,230.36"
P05749,21 - 27,Female,Un-Married,Urban,100K - 350K,1,1,"2,187.93"
A02179,38 - 60,Male,Un-Married,Suburban,601K - 1M,0.55,1,"3,009.43"
A01599,28 - 37,Female,Not Married,Suburban,601K - 1M,1,1,349.84
G03850,< 21,Female,Married,Suburban,601K - 1M,0.19,4,"8,761.42"
Z07724,28 - 37,Male,Married,Urban,351K - 600K,0.22,1,"2,423.12"
G03155,< 21,Female,Married,Urban,< 100K,1,1,"1,493.20"
P06409,21 - 27,Male,Un-Married,Urban,< 100K,1,1,"2,359.07"
P07470,38 - 60,Female,Un-Married,Suburban,< 100K,0.58,4,"21,263.06"
A00578,28 - 37,Male,Not Married,Urban,> 1M,1,2,"1,954.15"
Z07687,28 - 37,Male,Not Married,Suburban,100K - 350K,0.31,2,"6,708.94"
P05166,38 - 60,Male,Married,Rural,100K - 350K,1,1,"1,504.33"
P05887,21 - 27,Female,Not Married,Suburban,100K - 350K,1,3,"17,351.15"
G04109,21 - 27,Female,Married,Rural,351K - 600K,1,2,"6,530.02"
A01524,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
Z08133,> 60,Male,Not Married,Urban,100K - 350K,1,2,984.76
A00931,28 - 37,Female,Not Married,Suburban,100K - 350K,0.02,1,"5,303.17"
G04307,21 - 27,Male,Un-Married,Urban,351K - 600K,1,1,"3,235.47"
P05062,< 21,Male,Married,Suburban,< 100K,1,3,"14,396.79"
A00605,28 - 37,Male,Not Married,Urban,100K - 350K,1,0,0.00
G02672,28 - 37,Female,Not Married,Urban,100K - 350K,1,0,0.00
G02808,21 - 27,Female,Un-Married,Rural,601K - 1M,0.48,1,"2,107.31"
Z08881,38 - 60,Male,Not Married,Urban,< 100K,0.3,3,"19,231.56"
P05654,28 - 37,Female,Un-Married,Rural,601K - 1M,1,2,"10,303.15"
A00232,21 - 27,Male,Married,Suburban,351K - 600K,1,5,"11,007.18"
A01657,21 - 27,Female,Un-Married,Urban,100K - 350K,1,2,"3,890.28"
Z09845,38 - 60,Female,Un-Married,Rural,351K - 600K,1,0,0.00
P07267,> 60,Female,Married,Urban,601K - 1M,1,1,"3,661.11"
P07153,28 - 37,Male,Married,Urban,100K - 350K,1,2,"5,372.15"
A02096,38 - 60,Female,Not Married,Urban,351K - 600K,1,0,0.00
P06061,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
G03609,28 - 37,Male,Not Married,Urban,351K - 600K,1,5,"10,285.29"
G03855,< 21,Female,Married,Urban,601K - 1M,1,1,"2,185.17"
Z08995,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,"3,475.93"
G04418,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,3,"6,354.05"
P05454,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,4,"4,547.53"
G03290,38 - 60,Female,Un-Married,Urban,351K - 600K,1,1,"1,143.38"
Z09776,38 - 60,Male,Un-Married,Urban,100K - 350K,1,0,0.00
A00254,21 - 27,Female,Not Married,Urban,351K - 600K,1,1,"2,267.81"
A00245,21 - 27,Male,Married,Suburban,351K - 600K,1,3,"2,491.50"
Z08261,28 - 37,Female,Married,Rural,601K - 1M,0.42,1,"1,544.90"
Z09063,28 - 37,Female,Married,Suburban,100K - 350K,1,0,0.00
P06745,< 21,Male,Married,Suburban,351K - 600K,1,1,"2,152.56"
A01748,28 - 37,Female,Married,Suburban,100K - 350K,0.92,5,"9,150.58"
P06978,28 - 37,Female,Un-Married,Urban,351K - 600K,1,4,"9,709.21"
P07404,21 - 27,Female,Married,Urban,> 1M,1,0,0.00
P05597,21 - 27,Female,Un-Married,Urban,100K - 350K,1,3,"16,552.65"
P06762,> 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
A02416,28 - 37,Male,Married,Suburban,351K - 600K,1,0,0.00
G04720,38 - 60,Female,Not Married,Urban,< 100K,1,1,"1,454.32"
A01999,38 - 60,Male,Un-Married,Urban,100K - 350K,1,0,0.00
A01257,28 - 37,Male,Married,Suburban,351K - 600K,0.16,1,"1,500.99"
A01513,28 - 37,Female,Married,Urban,601K - 1M,1,0,0.00
A02273,28 - 37,Female,Married,Urban,< 100K,1,1,"3,994.80"
A01781,21 - 27,Male,Married,Suburban,100K - 350K,1,2,"3,237.60"
A01301,38 - 60,Male,Un-Married,Urban,< 100K,1,2,"12,449.85"
G04398,38 - 60,Male,Married,Suburban,601K - 1M,0.71,3,"2,690.31"
G02832,28 - 37,Female,Married,Urban,100K - 350K,1,0,0.00
G04442,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"3,074.96"
P06080,< 21,Female,Not Married,Suburban,601K - 1M,0.58,3,"22,130.20"
G02627,28 - 37,Female,Married,Urban,601K - 1M,0.4,0,0.00
G04960,21 - 27,Male,Married,Rural,100K - 350K,1,2,"3,375.17"
A00825,28 - 37,Female,Married,Urban,100K - 350K,1,1,"7,925.60"
Z07895,38 - 60,Female,Not Married,Urban,351K - 600K,1,1,"2,776.99"
G04737,> 60,Female,Married,Rural,100K - 350K,1,0,0.00
G03392,28 - 37,Male,Married,Urban,100K - 350K,1,2,"6,876.60"
A02240,38 - 60,Male,Married,Urban,< 100K,0.19,2,"1,170.84"
A01539,38 - 60,Female,Married,Suburban,351K - 600K,1,2,"1,381.06"
G03670,38 - 60,Male,Not Married,Suburban,601K - 1M,1,2,"5,495.97"
P06300,28 - 37,Male,Married,Urban,100K - 350K,0.05,0,0.00
Z09383,28 - 37,Female,Not Married,Suburban,100K - 350K,1,0,0.00
P06695,21 - 27,Female,Married,Rural,100K - 350K,0.18,4,"17,261.94"
Z09315,< 21,Female,Un-Married,Urban,351K - 600K,0.33,1,"6,672.68"
P05242,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,1,792.61
Z08958,28 - 37,Female,Married,Urban,601K - 1M,1,1,"1,583.75"
P05022,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"2,725.60"
G04894,> 60,Female,Un-Married,Urban,100K - 350K,0.58,0,0.00
Z09786,28 - 37,Male,Married,Urban,351K - 600K,1,2,"2,015.20"
A01463,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,"1,071.35"
P05239,> 60,Female,Married,Suburban,100K - 350K,1,2,"4,899.19"
Z09052,28 - 37,Male,Married,Suburban,351K - 600K,1,1,"4,561.40"
Z09473,28 - 37,Female,Married,Urban,100K - 350K,1,1,"1,802.13"
G04117,38 - 60,Female,Un-Married,Suburban,< 100K,1,0,0.00
G04555,< 21,Male,Un-Married,Suburban,351K - 600K,1,2,"2,464.97"
G04432,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,5,"2,559.30"
Z08210,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,2,"1,772.24"
G03047,21 - 27,Female,Un-Married,Urban,100K - 350K,1,0,0.00
P06931,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,7,"9,843.11"
G04841,21 - 27,Female,Married,Suburban,601K - 1M,0.46,4,"3,835.30"
P06797,38 - 60,Female,Married,Suburban,601K - 1M,0.25,2,"3,664.29"
A02458,< 21,Male,Un-Married,Urban,351K - 600K,1,2,"4,135.62"
P06014,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,153.33
Z08373,> 60,Female,Married,Urban,351K - 600K,0.33,0,0.00
G02692,21 - 27,Male,Un-Married,Urban,601K - 1M,1,1,"4,068.78"
P06273,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
Z09655,38 - 60,Female,Married,Urban,601K - 1M,1,1,"3,262.36"
P07012,28 - 37,Female,Married,Suburban,351K - 600K,0.55,2,"1,034.19"
A00763,< 21,Male,Married,Urban,351K - 600K,1,0,0.00
Z09175,> 60,Male,Un-Married,Urban,100K - 350K,1,2,"5,038.71"
A01579,21 - 27,Male,Married,Suburban,601K - 1M,0.24,3,"2,464.01"
A00973,28 - 37,Female,Married,Suburban,351K - 600K,1,1,801.71
G03167,21 - 27,Male,Un-Married,Rural,< 100K,0.18,2,"5,704.36"
Z09650,28 - 37,Male,Married,Rural,351K - 600K,1,0,0.00
G03303,> 60,Female,Not Married,Urban,351K - 600K,1,1,"1,976.74"
G02530,28 - 37,Female,Not Married,Urban,< 100K,1,1,"1,960.97"
P06520,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,1,"2,951.36"
G04370,< 21,Male,Married,Suburban,351K - 600K,1,3,"10,044.52"
P05561,28 - 37,Male,Un-Married,Suburban,> 1M,1,1,172.77
A00165,28 - 37,Female,Married,Suburban,100K - 350K,1,0,0.00
Z08231,< 21,Female,Un-Married,Urban,601K - 1M,1,1,"4,309.55"
Z07905,28 - 37,Female,Married,Urban,100K - 350K,1,1,"7,272.83"
A00332,21 - 27,Female,Married,Rural,100K - 350K,1,1,"4,728.44"
P05620,< 21,Male,Married,Suburban,351K - 600K,1,2,"5,362.92"
P05149,> 60,Male,Un-Married,Suburban,351K - 600K,1,2,"4,879.93"
Z08153,> 60,Female,Married,Suburban,351K - 600K,1,0,0.00
G02703,> 60,Female,Un-Married,Rural,< 100K,1,0,0.00
Z08479,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,2,"6,189.47"
G03956,> 60,Male,Married,Suburban,351K - 600K,0.74,3,"7,255.92"
A01113,28 - 37,Female,Not Married,Urban,< 100K,1,1,"3,274.49"
P06809,21 - 27,Female,Married,Urban,< 100K,1,0,0.00
G03380,28 - 37,Female,Un-Married,Suburban,< 100K,1,2,"5,904.13"
P05539,38 - 60,Female,Married,Urban,351K - 600K,0.43,0,0.00
G03062,21 - 27,Male,Un-Married,Urban,< 100K,1,3,"5,829.72"
Z07679,38 - 60,Female,Married,Urban,351K - 600K,0.41,0,0.00
P06980,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,352.84
P05246,28 - 37,Female,Not Married,Suburban,> 1M,1,1,"1,033.70"
Z08893,< 21,Female,Un-Married,Suburban,351K - 600K,1,1,"1,183.82"
G03637,21 - 27,Female,Married,Suburban,601K - 1M,1,0,0.00
P06935,28 - 37,Female,Married,Urban,< 100K,1,3,"11,295.53"
Z07973,28 - 37,Female,Un-Married,Urban,351K - 600K,1,0,0.00
G02733,< 21,Male,Married,Urban,351K - 600K,1,2,689.17
G04306,38 - 60,Female,Un-Married,Suburban,> 1M,1,0,0.00
Z08206,28 - 37,Male,Married,Suburban,< 100K,1,1,"8,518.23"
P07134,21 - 27,Male,Married,Suburban,351K - 600K,1,1,"2,515.13"
Z07700,21 - 27,Male,Not Married,Urban,100K - 350K,1,3,"11,027.88"
P06601,28 - 37,Female,Married,Urban,351K - 600K,0.69,0,0.00
A01478,38 - 60,Male,Not Married,Urban,> 1M,1,2,"6,731.99"
Z07750,21 - 27,Male,Married,Urban,601K - 1M,1,0,0.00
Z09491,> 60,Female,Married,Suburban,351K - 600K,1,2,"2,489.86"
A00238,21 - 27,Female,Married,Urban,351K - 600K,0.66,2,"45,362.38"
Z09292,28 - 37,Male,Married,Rural,100K - 350K,0.47,0,0.00
P06563,38 - 60,Male,Married,Suburban,351K - 600K,1,1,"4,074.05"
A01269,21 - 27,Male,Un-Married,Suburban,100K - 350K,0.12,0,0.00
