,target,MSTATUS,CAR_TYPE,REVOKED,URBANICITY,CAR_AGE,MVR_PTS,TIF,TRAVTIME,CLM_COUNT,EXPOSURE
2420,0,Yes,Minivan,No,Highly Urban/ Urban,24.0,0,1,22,0,1.0
2421,0,Yes,Pickup,No,Highly Urban/ Urban,7.0,0,10,5,0,1.0
2422,0,Yes,SUV,No,Highly Urban/ Urban,1.0,6,6,23,0,1.0
2423,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,3,4,43,0,1.0
2424,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,3,39,0,1.0
2425,0,Yes,Panel Truck,No,Highly Rural/ Rural,13.0,0,6,37,0,0.798
2426,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,15.0,2,10,23,0,1.0
2427,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,1,35,0,1.0
2428,0,No,Van,Yes,Highly Rural/ Rural,1.0,0,4,34,0,1.0
2429,0,No,SUV,Yes,Highly Urban/ Urban,19.0,3,4,56,0,0.621
2431,0,Yes,Minivan,No,Highly Urban/ Urban,15.0,0,4,16,0,1.0
2432,0,Yes,Pickup,No,Highly Urban/ Urban,10.0,0,6,11,0,1.0
2433,0,Yes,Pickup,No,Highly Rural/ Rural,14.0,0,1,40,0,0.906
2434,1,Yes,Minivan,No,Highly Urban/ Urban,11.0,0,1,5,2,1.0
2435,0,Yes,Sports Car,No,Highly Rural/ Rural,10.0,3,4,45,0,1.0
2436,0,No,Panel Truck,No,Highly Urban/ Urban,16.0,0,1,46,0,1.0
2437,0,No,Minivan,No,Highly Urban/ Urban,12.0,2,1,40,0,1.0
2438,0,No,Pickup,No,Highly Rural/ Rural,4.0,0,6,29,0,1.0
2439,0,Yes,Sports Car,No,Highly Rural/ Rural,13.0,0,1,36,0,1.0
2440,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,8,4,22,2,0.447
2441,1,No,Pickup,No,Highly Urban/ Urban,19.0,2,7,24,3,0.144
2442,0,No,Pickup,No,Highly Urban/ Urban,16.0,1,6,37,0,1.0
2443,1,No,SUV,No,Highly Urban/ Urban,6.0,2,3,40,3,1.0
2445,0,Yes,Van,No,Highly Urban/ Urban,13.0,0,3,13,0,1.0
2446,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,3,17,69,0,1.0
2447,0,No,Minivan,No,Highly Urban/ Urban,15.0,2,1,40,0,1.0
2448,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,1,1,21,0,1.0
2449,0,No,Pickup,No,Highly Rural/ Rural,12.0,0,12,47,0,1.0
2450,0,No,SUV,No,Highly Urban/ Urban,1.0,0,7,8,0,0.918
2451,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,0,1,21,0,1.0
2452,1,No,SUV,Yes,Highly Urban/ Urban,1.0,0,4,45,2,1.0
2453,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,4,25,0,1.0
2454,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,4,7,42,0,0.744
2455,1,No,Panel Truck,No,Highly Urban/ Urban,25.0,3,3,12,1,0.669
2456,0,No,Panel Truck,No,Highly Rural/ Rural,1.0,0,9,52,0,1.0
2457,0,No,Panel Truck,No,Highly Rural/ Rural,7.0,2,1,17,0,0.018
2458,0,No,Van,No,Highly Rural/ Rural,1.0,0,7,11,0,1.0
2459,0,Yes,SUV,No,Highly Urban/ Urban,20.0,1,10,20,0,1.0
2460,1,No,SUV,Yes,Highly Urban/ Urban,1.0,2,7,9,3,1.0
2461,0,Yes,Sports Car,No,Highly Urban/ Urban,16.0,0,10,34,0,0.189
2462,0,Yes,Panel Truck,No,Highly Urban/ Urban,17.0,6,4,21,0,1.0
2463,0,No,Minivan,No,Highly Urban/ Urban,1.0,0,3,5,0,1.0
2464,1,No,Pickup,No,Highly Urban/ Urban,13.0,5,10,39,4,1.0
2465,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,2,10,21,0,0.45
2466,0,Yes,Van,No,Highly Urban/ Urban,15.0,1,14,20,0,1.0
2467,0,No,SUV,Yes,Highly Rural/ Rural,12.0,5,4,25,0,1.0
2468,0,No,Pickup,No,Highly Urban/ Urban,6.0,0,1,24,0,0.216
2469,0,No,Van,No,Highly Rural/ Rural,1.0,0,11,22,0,1.0
2470,0,No,Minivan,No,Highly Urban/ Urban,16.0,0,10,19,0,1.0
2471,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,2,4,62,0,1.0
2472,0,Yes,SUV,No,Highly Urban/ Urban,14.0,2,7,14,0,1.0
2473,0,No,Sports Car,No,Highly Urban/ Urban,1.0,0,6,27,0,0.849
2474,0,Yes,SUV,No,Highly Rural/ Rural,1.0,1,6,53,0,1.0
2475,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,3,1,40,0,0.897
2476,1,No,Van,Yes,Highly Urban/ Urban,9.0,3,10,34,3,0.258
2477,1,Yes,SUV,No,Highly Urban/ Urban,1.0,9,3,32,2,0.471
2478,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,2,4,40,0,1.0
2479,1,No,Panel Truck,No,Highly Urban/ Urban,1.0,5,6,12,3,0.135
2480,0,No,Sports Car,No,Highly Rural/ Rural,8.0,3,1,22,0,1.0
2481,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,1,19,0,0.651
2482,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,6,5,0,1.0
2483,0,Yes,Van,No,Highly Urban/ Urban,18.0,0,6,5,0,1.0
2484,0,No,Sports Car,No,Highly Urban/ Urban,1.0,1,3,49,0,0.429
2485,0,No,Minivan,No,Highly Urban/ Urban,12.0,2,11,46,0,1.0
2487,0,No,Pickup,No,Highly Urban/ Urban,1.0,5,4,27,0,1.0
2488,0,Yes,Minivan,No,Highly Urban/ Urban,14.0,1,1,48,0,0.432
2489,0,No,Sports Car,No,Highly Urban/ Urban,6.0,7,1,37,0,1.0
2490,0,No,Pickup,No,Highly Urban/ Urban,14.0,1,6,28,0,1.0
2491,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,0,6,36,1,0.399
2492,0,No,Minivan,Yes,Highly Urban/ Urban,19.0,0,10,53,0,1.0
2493,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,7,44,0,1.0
2494,1,No,Minivan,No,Highly Urban/ Urban,8.0,0,6,36,4,1.0
2495,0,No,SUV,No,Highly Rural/ Rural,13.0,0,6,21,0,1.0
2497,1,Yes,SUV,No,Highly Urban/ Urban,10.0,5,6,9,4,1.0
2498,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,5,10,29,4,0.381
2499,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,2,1,30,2,1.0
2501,0,No,Sports Car,No,Highly Urban/ Urban,1.0,0,1,37,0,0.054
2502,0,No,Pickup,Yes,Highly Urban/ Urban,9.0,0,8,34,0,1.0
2503,0,Yes,SUV,No,Highly Urban/ Urban,13.0,8,13,41,0,1.0
2504,0,Yes,Van,Yes,Highly Urban/ Urban,1.0,5,13,33,0,1.0
2505,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,4,6,43,0,1.0
2506,0,No,Minivan,No,Highly Urban/ Urban,10.0,1,10,26,0,1.0
2507,0,Yes,SUV,No,Highly Urban/ Urban,7.0,2,10,20,0,1.0
2508,1,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,10,39,1,0.252
2509,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,6,31,0,1.0
2510,1,No,Minivan,No,Highly Urban/ Urban,5.0,0,12,37,1,0.684
2511,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,5,17,36,0,1.0
2512,0,No,Minivan,No,Highly Rural/ Rural,1.0,0,10,6,0,1.0
2513,1,No,Van,No,Highly Urban/ Urban,11.0,8,10,9,2,1.0
2514,0,Yes,Pickup,No,Highly Urban/ Urban,7.0,5,1,43,1,1.0
2515,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,4,4,32,0,0.411
2516,0,Yes,SUV,No,Highly Rural/ Rural,5.0,0,3,26,0,1.0
2517,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,1,23,0,0.045
2518,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,0,9,70,0,0.123
2519,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,3,10,33,3,0.603
2521,0,No,Minivan,No,Highly Urban/ Urban,9.0,1,4,62,0,0.21
2522,0,No,Minivan,No,Highly Urban/ Urban,12.0,0,4,20,0,1.0
2523,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,5,1,33,0,1.0
2524,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,2,1,30,0,0.333
2525,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,6,4,28,0,1.0
2526,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,2,1,29,0,1.0
2527,0,Yes,Pickup,No,Highly Urban/ Urban,5.0,4,7,12,0,1.0
2528,0,Yes,Van,No,Highly Urban/ Urban,1.0,0,6,26,0,1.0
2529,0,No,Minivan,No,Highly Urban/ Urban,8.0,2,1,14,0,1.0
2530,0,Yes,SUV,No,Highly Urban/ Urban,10.0,5,1,34,0,1.0
2531,0,No,Pickup,No,Highly Urban/ Urban,1.0,0,1,29,0,1.0
2532,1,Yes,Minivan,Yes,Highly Urban/ Urban,1.0,9,4,6,4,1.0
2533,0,Yes,Minivan,No,Highly Urban/ Urban,18.0,3,16,33,0,1.0
2534,0,No,Van,No,Highly Urban/ Urban,1.0,4,1,39,0,1.0
2535,0,No,Minivan,No,Highly Rural/ Rural,8.0,0,1,72,0,1.0
2536,0,Yes,Van,No,Highly Urban/ Urban,9.0,1,3,35,0,1.0
2537,0,No,Pickup,Yes,Highly Urban/ Urban,17.0,0,1,29,0,1.0
2538,0,Yes,Van,No,Highly Rural/ Rural,4.0,3,6,45,0,0.012
2539,1,No,Van,No,Highly Urban/ Urban,10.0,7,1,27,3,1.0
2540,1,No,Minivan,No,Highly Urban/ Urban,12.0,7,4,22,3,1.0
2541,0,No,Sports Car,No,Highly Rural/ Rural,6.0,0,10,18,0,0.162
2542,0,Yes,Panel Truck,No,Highly Urban/ Urban,6.0,5,6,32,0,1.0
2543,1,No,Minivan,No,Highly Urban/ Urban,1.0,0,3,22,1,0.423
2544,0,No,Sports Car,No,Highly Urban/ Urban,18.0,8,11,16,0,1.0
2545,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,1,63,0,1.0
2546,1,Yes,SUV,No,Highly Urban/ Urban,1.0,4,4,30,4,0.906
2547,0,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,7,6,23,0,0.471
2548,0,No,SUV,No,Highly Urban/ Urban,19.0,5,6,50,0,1.0
2549,0,No,Panel Truck,No,Highly Urban/ Urban,15.0,1,11,62,0,1.0
2550,0,No,SUV,No,Highly Rural/ Rural,13.0,3,1,10,0,1.0
2551,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,9,41,0,1.0
2552,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,43,0,1.0
2553,1,No,SUV,No,Highly Urban/ Urban,7.0,3,4,22,2,0.006
2554,1,No,Minivan,No,Highly Urban/ Urban,7.0,3,4,25,2,1.0
2555,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,4,26,0,1.0
2556,1,Yes,SUV,No,Highly Urban/ Urban,9.0,0,1,22,3,1.0
2557,0,Yes,Pickup,No,Highly Urban/ Urban,7.0,2,1,16,0,1.0
2558,1,No,SUV,No,Highly Urban/ Urban,1.0,4,11,48,3,0.903
2561,0,Yes,Sports Car,No,Highly Urban/ Urban,12.0,5,3,45,0,1.0
2562,0,Yes,SUV,No,Highly Urban/ Urban,7.0,1,6,30,0,1.0
2563,0,No,Pickup,No,Highly Rural/ Rural,10.0,0,13,39,0,1.0
2564,0,No,Minivan,No,Highly Rural/ Rural,8.0,0,9,36,0,1.0
2565,1,No,Van,No,Highly Urban/ Urban,1.0,0,6,28,3,0.3
2566,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,1,5,0,0.138
2567,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,1,18,0,0.108
2568,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,1,1,34,0,1.0
2569,0,Yes,Sports Car,Yes,Highly Urban/ Urban,13.0,3,1,8,0,1.0
2570,0,No,SUV,No,Highly Rural/ Rural,1.0,1,1,36,0,1.0
2571,1,Yes,Minivan,No,Highly Urban/ Urban,6.0,1,1,51,4,1.0
2572,0,Yes,SUV,No,Highly Urban/ Urban,15.0,0,4,27,0,1.0
2573,1,Yes,Sports Car,No,Highly Urban/ Urban,7.0,0,6,22,4,0.561
2574,0,Yes,SUV,No,Highly Urban/ Urban,1.0,3,9,26,0,1.0
2575,0,Yes,Van,No,Highly Urban/ Urban,8.0,5,1,11,0,1.0
2576,0,No,Minivan,No,Highly Urban/ Urban,15.0,1,11,26,0,1.0
2577,1,Yes,Panel Truck,No,Highly Urban/ Urban,9.0,2,6,76,2,1.0
2578,0,No,Panel Truck,No,Highly Urban/ Urban,20.0,6,4,31,0,1.0
2579,0,No,Minivan,No,Highly Urban/ Urban,9.0,3,1,29,0,1.0
2580,0,No,Minivan,No,Highly Urban/ Urban,13.0,1,1,54,0,1.0
2581,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,1,38,0,1.0
2582,0,Yes,SUV,No,Highly Rural/ Rural,7.0,2,1,13,0,1.0
2583,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,2,10,13,0,0.501
2584,0,No,Panel Truck,No,Highly Urban/ Urban,11.0,2,13,28,0,1.0
2585,0,No,Van,No,Highly Urban/ Urban,11.0,3,10,33,0,1.0
2586,0,Yes,Panel Truck,No,Highly Urban/ Urban,11.0,3,1,49,0,1.0
2587,0,Yes,Panel Truck,No,Highly Urban/ Urban,17.0,2,4,52,0,0.342
2588,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,2,4,49,0,0.513
2589,0,Yes,Van,No,Highly Rural/ Rural,11.0,0,4,62,0,0.195
2590,0,Yes,Pickup,No,Highly Rural/ Rural,8.0,0,6,19,0,1.0
2591,0,Yes,Panel Truck,No,Highly Urban/ Urban,11.0,4,10,67,0,1.0
2592,1,Yes,SUV,Yes,Highly Urban/ Urban,11.0,0,1,65,6,0.147
2594,1,No,Pickup,No,Highly Urban/ Urban,1.0,1,1,41,4,1.0
2595,0,Yes,Minivan,No,Highly Rural/ Rural,6.0,0,10,31,0,1.0
2596,0,Yes,Minivan,Yes,Highly Urban/ Urban,1.0,3,1,5,0,0.816
2597,0,Yes,Minivan,No,Highly Rural/ Rural,4.0,0,10,15,0,0.675
2598,0,Yes,SUV,Yes,Highly Urban/ Urban,12.0,0,4,50,0,1.0
2599,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,4,6,16,0,1.0
2600,0,No,Panel Truck,No,Highly Urban/ Urban,22.0,0,6,53,0,1.0
2601,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,3,17,33,6,0.492
2602,1,Yes,SUV,Yes,Highly Urban/ Urban,8.0,1,1,29,2,0.03
2603,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,0,17,35,0,1.0
2604,0,Yes,Minivan,No,Highly Rural/ Rural,12.0,3,1,12,0,1.0
2605,1,Yes,Sports Car,No,Highly Urban/ Urban,12.0,4,1,49,5,1.0
2606,1,No,Minivan,No,Highly Urban/ Urban,17.0,0,6,43,4,1.0
2607,1,No,Pickup,No,Highly Urban/ Urban,1.0,8,6,9,1,0.666
2608,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,3,1,12,0,1.0
2609,0,Yes,Pickup,Yes,Highly Urban/ Urban,9.0,1,1,35,0,1.0
2610,1,No,Panel Truck,No,Highly Urban/ Urban,13.0,4,11,48,6,1.0
2611,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,1,30,0,1.0
2612,0,Yes,Minivan,No,Highly Rural/ Rural,11.0,1,6,6,0,1.0
2613,0,No,Van,No,Highly Urban/ Urban,16.0,7,10,37,0,1.0
2614,0,No,SUV,Yes,Highly Urban/ Urban,1.0,1,1,12,0,0.342
2615,0,No,SUV,No,Highly Urban/ Urban,22.0,0,1,28,0,1.0
2616,0,Yes,Sports Car,No,Highly Urban/ Urban,7.0,2,6,18,0,1.0
2617,1,No,Minivan,No,Highly Urban/ Urban,8.0,1,1,14,2,1.0
2618,1,Yes,Van,Yes,Highly Urban/ Urban,8.0,3,13,5,2,0.918
2620,1,No,Van,No,Highly Urban/ Urban,14.0,3,1,64,5,1.0
2621,0,Yes,SUV,No,Highly Urban/ Urban,11.0,1,6,30,0,1.0
2622,0,No,SUV,No,Highly Urban/ Urban,6.0,0,3,5,0,1.0
2623,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,0,10,24,0,1.0
2624,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,4,4,26,3,0.303
2625,0,Yes,Van,No,Highly Urban/ Urban,12.0,3,13,52,0,1.0
2626,0,Yes,SUV,No,Highly Urban/ Urban,15.0,0,6,33,0,1.0
2627,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,2,7,33,0,0.306
2628,0,Yes,Van,No,Highly Urban/ Urban,7.0,6,10,26,0,1.0
2629,1,Yes,Van,Yes,Highly Urban/ Urban,12.0,1,4,43,2,0.684
2630,1,Yes,Van,No,Highly Urban/ Urban,1.0,0,6,48,5,1.0
2631,1,Yes,Van,No,Highly Urban/ Urban,9.0,0,1,43,2,0.201
2632,0,Yes,SUV,Yes,Highly Urban/ Urban,1.0,2,4,44,0,1.0
2633,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,5,1,21,0,1.0
2634,0,Yes,SUV,No,Highly Rural/ Rural,10.0,2,1,66,0,1.0
2635,0,Yes,Van,No,Highly Urban/ Urban,11.0,6,1,19,0,0.693
2636,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,3,4,32,0,1.0
2637,0,Yes,SUV,Yes,Highly Urban/ Urban,11.0,4,6,13,0,1.0
2638,0,No,Minivan,No,Highly Urban/ Urban,13.0,0,13,40,0,1.0
2639,0,No,Minivan,Yes,Highly Urban/ Urban,9.0,0,7,24,0,1.0
2640,1,No,SUV,No,Highly Urban/ Urban,7.0,1,1,33,2,1.0
2641,0,Yes,Pickup,No,Highly Urban/ Urban,7.0,0,4,7,0,1.0
2642,1,No,Van,No,Highly Urban/ Urban,18.0,1,15,36,2,1.0
2643,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,4,1,48,0,1.0
2644,1,No,Pickup,No,Highly Urban/ Urban,1.0,5,4,50,4,1.0
2645,0,Yes,SUV,No,Highly Rural/ Rural,11.0,0,4,44,0,1.0
2646,0,Yes,Panel Truck,No,Highly Urban/ Urban,20.0,3,4,30,0,1.0
2647,1,No,Van,No,Highly Urban/ Urban,19.0,0,6,22,3,1.0
2648,0,Yes,Minivan,No,Highly Urban/ Urban,17.0,0,4,31,0,1.0
2649,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,7,51,0,1.0
2650,0,No,Van,No,Highly Urban/ Urban,10.0,2,7,10,0,1.0
2651,0,No,Minivan,No,Highly Urban/ Urban,12.0,0,10,6,0,0.618
2652,0,Yes,SUV,No,Highly Urban/ Urban,4.0,0,13,43,0,0.519
2653,0,Yes,Pickup,No,Highly Rural/ Rural,10.0,0,4,9,0,1.0
2654,0,No,Van,No,Highly Urban/ Urban,16.0,1,9,22,0,1.0
2655,0,No,Minivan,No,Highly Rural/ Rural,9.0,0,7,29,0,0.294
2656,0,Yes,Sports Car,No,Highly Rural/ Rural,11.0,0,4,51,0,1.0
2657,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,0,1,21,0,1.0
2658,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,5,1,55,0,1.0
2659,0,Yes,SUV,No,Highly Urban/ Urban,14.0,0,10,20,0,1.0
2660,0,Yes,Pickup,No,Highly Urban/ Urban,15.0,3,6,11,0,1.0
2661,0,No,Minivan,No,Highly Urban/ Urban,15.0,6,13,19,0,1.0
2662,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,1,6,27,0,0.36
2663,1,Yes,SUV,No,Highly Urban/ Urban,7.0,5,6,40,3,1.0
2664,0,No,SUV,No,Highly Urban/ Urban,2.0,3,13,9,0,1.0
2665,1,No,Pickup,No,Highly Rural/ Rural,6.0,0,4,34,2,0.642
2666,0,No,Panel Truck,No,Highly Rural/ Rural,6.0,0,9,30,0,1.0
2667,0,No,SUV,No,Highly Rural/ Rural,1.0,0,4,40,0,1.0
2668,0,Yes,Van,No,Highly Urban/ Urban,7.0,0,5,36,0,1.0
2669,0,No,SUV,No,Highly Urban/ Urban,15.0,0,1,34,0,1.0
2670,1,No,Sports Car,Yes,Highly Urban/ Urban,8.0,8,1,10,2,1.0
2671,0,No,SUV,No,Highly Urban/ Urban,15.0,1,16,49,0,0.114
2672,0,No,SUV,No,Highly Urban/ Urban,8.0,8,4,8,0,1.0
2673,0,No,Sports Car,No,Highly Rural/ Rural,1.0,0,1,26,0,1.0
2674,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,0,4,32,0,1.0
2675,0,Yes,SUV,No,Highly Rural/ Rural,8.0,0,3,36,0,1.0
2676,0,No,Minivan,No,Highly Rural/ Rural,17.0,0,6,49,0,1.0
2678,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,5,1,40,0,0.459
2679,1,No,Minivan,No,Highly Urban/ Urban,9.0,4,10,47,3,1.0
2680,0,Yes,Minivan,No,Highly Rural/ Rural,9.0,0,1,42,0,1.0
2681,1,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,1,57,3,1.0
2682,0,No,Panel Truck,No,Highly Urban/ Urban,14.0,7,6,45,0,1.0
2683,0,No,Pickup,No,Highly Urban/ Urban,14.0,0,1,40,0,1.0
2684,0,Yes,Minivan,No,Highly Rural/ Rural,18.0,0,4,5,0,1.0
2685,1,Yes,Pickup,No,Highly Urban/ Urban,7.0,8,5,47,2,0.33
2686,1,No,Sports Car,No,Highly Urban/ Urban,11.0,5,1,41,4,0.531
2687,1,No,Pickup,No,Highly Urban/ Urban,17.0,1,1,46,3,0.612
2688,1,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,1,20,3,1.0
2689,1,No,Pickup,No,Highly Urban/ Urban,15.0,7,17,20,3,0.609
2690,0,No,Minivan,No,Highly Urban/ Urban,19.0,0,6,42,0,1.0
2691,0,Yes,SUV,No,Highly Rural/ Rural,12.0,1,1,34,0,0.438
2692,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,18.0,0,6,18,0,1.0
2693,0,No,Minivan,No,Highly Urban/ Urban,16.0,0,4,24,0,1.0
2694,1,No,SUV,No,Highly Urban/ Urban,9.0,8,1,22,2,1.0
2695,1,No,Van,No,Highly Urban/ Urban,1.0,3,1,23,3,1.0
2696,0,No,SUV,No,Highly Rural/ Rural,13.0,3,8,26,0,1.0
2697,0,Yes,Van,No,Highly Urban/ Urban,12.0,0,10,32,0,1.0
2698,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,24,2,1.0
2699,0,Yes,Pickup,No,Highly Urban/ Urban,6.0,0,7,41,0,0.354
2700,0,No,Sports Car,No,Highly Rural/ Rural,12.0,0,11,5,0,1.0
2701,0,Yes,SUV,No,Highly Rural/ Rural,7.0,0,7,49,0,1.0
2702,1,Yes,SUV,Yes,Highly Urban/ Urban,1.0,3,1,66,6,1.0
2703,1,No,Pickup,No,Highly Rural/ Rural,10.0,0,1,44,2,1.0
2704,1,No,SUV,No,Highly Urban/ Urban,1.0,9,4,22,3,1.0
2705,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,4,1,28,0,1.0
2706,0,Yes,Minivan,No,Highly Rural/ Rural,7.0,0,3,59,0,1.0
2707,0,Yes,Panel Truck,No,Highly Rural/ Rural,9.0,0,1,22,0,1.0
2708,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,15,38,0,0.192
2709,0,Yes,Pickup,No,Highly Urban/ Urban,16.0,0,9,32,0,0.945
2710,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,6,53,0,1.0
2711,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,13,29,0,1.0
2712,0,No,SUV,No,Highly Urban/ Urban,15.0,0,9,45,0,1.0
2713,1,No,Pickup,No,Highly Urban/ Urban,1.0,2,1,33,5,1.0
2714,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,1,25,0,1.0
2715,0,No,Minivan,Yes,Highly Urban/ Urban,15.0,0,17,17,0,1.0
2716,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,3,11,0,1.0
2717,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,2,7,39,0,1.0
2718,0,No,Minivan,No,Highly Urban/ Urban,8.0,4,1,40,0,1.0
2719,0,Yes,SUV,No,Highly Rural/ Rural,14.0,0,13,21,0,1.0
2721,1,No,Sports Car,No,Highly Urban/ Urban,13.0,7,6,49,3,1.0
2722,0,Yes,Pickup,No,Highly Rural/ Rural,10.0,0,1,64,0,0.516
2723,0,No,Minivan,No,Highly Rural/ Rural,7.0,5,6,84,0,1.0
2724,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,1,50,0,1.0
2725,0,No,Minivan,No,Highly Urban/ Urban,7.0,2,6,28,0,0.564
2726,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,1,1,21,0,1.0
2727,1,No,SUV,No,Highly Urban/ Urban,11.0,2,4,27,3,1.0
2728,0,No,Panel Truck,No,Highly Urban/ Urban,17.0,0,7,61,0,1.0
2729,1,No,Pickup,Yes,Highly Urban/ Urban,11.0,0,1,21,2,0.303
2730,1,Yes,Pickup,No,Highly Urban/ Urban,9.0,0,1,38,3,1.0
2731,0,Yes,Panel Truck,No,Highly Urban/ Urban,7.0,0,18,37,0,1.0
2732,0,No,Minivan,No,Highly Urban/ Urban,17.0,2,11,19,0,1.0
2733,0,No,SUV,No,Highly Urban/ Urban,1.0,0,3,5,0,1.0
2734,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,11,21,0,1.0
2735,0,Yes,Minivan,No,Highly Urban/ Urban,14.0,0,7,24,0,1.0
2736,0,No,Minivan,No,Highly Rural/ Rural,12.0,4,4,62,0,1.0
2737,0,No,SUV,No,Highly Rural/ Rural,1.0,0,1,29,0,1.0
2738,0,No,Minivan,No,Highly Urban/ Urban,12.0,0,1,53,0,1.0
2739,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,1,6,50,0,1.0
2741,0,Yes,SUV,No,Highly Rural/ Rural,21.0,0,1,68,0,1.0
2742,1,No,Pickup,No,Highly Urban/ Urban,1.0,4,4,41,1,0.729
2743,0,No,SUV,No,Highly Urban/ Urban,1.0,2,4,43,0,1.0
2744,0,Yes,Pickup,No,Highly Urban/ Urban,15.0,0,6,31,0,1.0
2745,0,Yes,Minivan,Yes,Highly Urban/ Urban,10.0,1,1,63,0,1.0
2746,0,Yes,SUV,No,Highly Rural/ Rural,12.0,1,6,33,0,1.0
2747,0,Yes,Minivan,No,Highly Rural/ Rural,5.0,3,4,33,0,1.0
2748,0,Yes,Minivan,No,Highly Rural/ Rural,15.0,3,1,42,0,1.0
2749,0,Yes,Van,No,Highly Urban/ Urban,3.0,0,1,33,0,1.0
2750,0,Yes,SUV,Yes,Highly Urban/ Urban,7.0,0,4,18,0,1.0
2751,1,No,Minivan,No,Highly Urban/ Urban,1.0,0,1,27,1,0.774
2752,0,Yes,Minivan,No,Highly Urban/ Urban,22.0,4,6,23,0,1.0
2753,1,No,Pickup,Yes,Highly Urban/ Urban,1.0,2,1,36,4,0.186
